reviewer,review_text,rating,review_date,platform,reviewer_type
SouthOfBalmora,"""Hatred and prejudice will never be eradicated, and witch hunts will never be about witches."" This is the only game ever made that I would give a 10/10. It's not perfect (as no game is) but it's so close to perfection that any other score would be a disservice. This is one of very few games that deserve the title ""masterpiece"" - a journey so epic it's daunting to look back on it and consider the fact that all of that happened in the same game. Countless memorable characters, amazing quests, insane visuals, great music, atmosphere so thick you could cut it with a silver sword, and so many iconic lines that it feels like the script writers must have included everything they've previously saved for their upcoming magnum opus. Considering when it came out, who made it and what their backgrounds were - not to mention the resources they made it with - this game SHOULD have been impossible, but they did it anyway. And that doesn't even mention the DLC expansions; both of them are better than the majority of full-fledged games, with characters, storylines, settings and such variation that it puts everything else in the world of gaming to shame. Back in 2015, I remember telling myself ""I would be able to boot up this game in 10 years and still be impressed."" That has proven to be true, and something tells me the same thing will apply in another decade. Like I mentioned, it's not perfect. Roach is incredibly annoying, the controls can be funky (especially in tight spaces), the minimap's GPS can rarely be trusted, and occasionally the animations during conversations can be a bit stiff. But all of this feels like nitpicking, and are dwarfed when compared to the game as a whole. As far as I'm concerned, Wild Hunt is the peak of gaming, and question is if anything will ever be made that could rival it. I'd like to believe so, but the longer I play, the more I doubt it. There's only room in the world for so many miracles.",10,2025-01-11,PC,user
MaikeruWhite,"All except the game is great. Nice music, interesting characters and world state. But story, quests, game design and fightings are so bad. You just sniffing path all the time, and the spam 2 buttons for win on any difficulty. It's just boring. But it's abblivioust that the game is memorable and has good characters design.",5,2025-01-10,PC,user
Kaczorro28,"One of the best games in history. I love the setting, characters, books everything about this franchise is perfect in anyway.",10,2025-01-02,PC,user
Gasterourias,"Overrated Mediocre Game design fake RPG like cyberpunk It's Action Adventure game with ""RPG"" elements Batman Arkham combat formula but worst Writing is the only thing that has quality and even that point not all elements of good writing",1,2025-01-02,PC,user
basic12345,Over 300 hours well spent. This game was ahead of this time in so many ways. Of course not all quests had the same quality but the majority of them was simply good.,10,2024-12-31,PC,user
tonfranc,"Flawless game. Maybe the combats could be a little better designed. But the side quests are incredible and there are thousands of them. I played more than 1000 hours literally. Especially during the pandemic. One of the best games of all time without a doubt. And the DLC was a gift that no one expected. A sequel that does justice to the main game. They should have made TW4 in the sequel instead of Cyberpunk,",10,2024-12-16,PC,user
Teys,Good interactive movie but terrible as a game. One of the worst games I have ever played.,5,2024-12-15,PC,user
Jasonxxx12,"GOTY for sure, good story, gameplay is good and free to choose what you think is right. And the lady is sexy haha, too bad there is no harem ending, but it's okay because the game is great.",10,2024-12-13,PC,user
NianB_08,la versione pc è la migliore che abbia mai giocato di questo gioco sopratutto per le prestazioni che mostra in tutta la sua bellezza un titolo incredibile. 10/10,10,2024-12-12,PC,user
FyZzeR,"Dans le top 3 des meilleurs RPG jamais crée , une aventure exceptionnelle accompagner de ça bande de copain en direction pour sauver le monde , une ambiance sinistre , glauque , lugubre . Des paysages splendide.., mention spécial a Skellige avec son OST incroyable.. des missions secondaires aussi longue que les mission principaux . Note tout de mémé que la map de départ du jeu est la plus moche de toute.. ce qu'y ma valu tout ce temps pour faire vraiment le jeu. DLC l'un parle d'une histoire d'amour et test la cupidité du joueur et l'autre DLC et accès vampire avec une map Italienne rayonnante.. . En bref a faire et re faire vivement le 4. Geralt Je t'aime",10,2024-11-30,PC,user
Mattyb584,"Blows my mind that some people will go and review a game on here just because they don't like dialogue in an RPG. This was and will always be one of my top 3 games, one of the only games I can go back to every year or two. The choices and dialogue are what really sell it for me though. Everything is well written even contracts and side quests, there are so many formulas to find and weapons/armor to make. Probably the most unique bestiary in any game, every inch of this game was made with love. It is not perfect of course, but it's still a 10 in my book.",10,2024-11-29,PC,user
jazoritan,"It was a great game. Being the only decent looking male character felt amazing. Heard the game sticks to the lore of the books. Almost every women in temeria were pretty with bo0bs displayed here and there and they were always down to have some with Gerald. I don't know about the books but every male humans in game must have puffy cheeks and be chinless, looking somewhat deformed lorewise. Geralt can only have straight romance but other aspects of his personality can be changeable by choices in game. Game had a long playtime prolonged by some extra steps in every quests. Like that math exam that has only 3 questions but it turns out to be 1.a, 1.b... 3.a, 3.b, 3,c,3.d,3.f,......3.j etc. It was exciting with pages of dialogues. Couldn't get to the expansions but looking forward to run all across the maps to do similar things to the entire base game. 6/6",6,2024-11-26,PC,user
Fr00x,"One of the best polish games you can play, I love how the story is bright and very easy, you have beautiful open world and great quests",10,2024-11-26,PC,user
wergonfinest,The music in this game is just something. Damn interesting quests. Had a lot of fun playing this game,10,2024-11-21,PC,user
OGaliyah613,"The Witcher 3: Wild Hunt is a masterpiece that has cemented itself as one of the most iconic RPGs of all time. This game represents the peak of the Witcher franchise, delivering an expansive, intricately crafted world filled with meaningful choices and complex, memorable characters. The story is rich and captivating, with Geralt’s journey feeling as personal as it is epic.What sets The Witcher 3 apart is its seamless blend of narrative and exploration—each side quest and encounter feels as detailed and significant as the main storyline. The game’s world is breathtaking, with beautiful landscapes and gritty, immersive environments that draw you in **** any RPG fan, The Witcher 3 is a must-play classic that not only defines the franchise but also sets a high standard for open-world storytelling.",10,2024-11-14,PC,user
diegofru,[SPOILER ALERT: This review contains spoilers.],10,2024-11-13,PC,user
RaptorRiv,"Super gra a dla mnie jako fana książek praktycznie bez minusów najbardziej co mi przeszkadza to wszechobecne znaczniki i trochę toporny system walki poza tym, czy to fabuła, muzyka, misje poboczne są bardzo dobre.",10,2024-11-12,PC,user
Hochbichler,"The Witcher 3: Wild Hunt is an action RPG and the last part of the Witcher trilogy. It was released in 2015. Right off the bat, this game is my favourite video game of all time and trust me, I've played plenty of those. After the success of Witcher 2 and the announcement that Witcher 3 would be an open-world game, I was, for the third time in a row, a bit skeptical about this game. I was not sure how well this unique Witcher would work in the open-world setting. And boy, were my worries unfounded and unnecessary. I would now like to praise some of the best aspects of this masterpiece. First and foremost, the graphics is beautiful and even today, 10 years later, it can still be breathtaking. It is really polished, and the colours work amazingly with the Witcher world. And as a bonus, it was not only beautiful, but also very friendly to those with lower end PCs. The music in this game is superb. So many beautiful original songs and themes that fit the world, the story, the atmosphere so well. The crowning jewel is how the devs were able to work with the Witcher trilogy's simple and yet brilliant main theme and include it in the game in many different variations. If the graphics and music are great, then the story and characters are just superb. The main story is so interesting and diverse that I was not bored for one second of it. It brings the story of Geralt (and yes, the Witcher is Geralt's story, not Ciri's or Yen's, as the netflix bum-diddlers would like you to believe) to an epic, intense and emotional finale. What emotion will the finale awaken in you depends on your choices in the game. But the main story is by no means the only story in The Witcher 3. No, the open-world is filled to the brim with secondary quests, witcher contracts and treasure hunts, all of which are unique and fascinating. And there is just so much of it, that the full game will take you at least 150 hours to finish. That is a massive number, considering that you are not forced (or even able really) to repeat any content. Furthermore, the mammoth length of the game does really make you fall in love with the characters, the story and the world and, at the end, it will truly feel like all these adventures were your own and not Geralt's. The characters were written with amazing respect for the lore and the story, and yet they are so diverse and funny. Consider the stories and fates of: the Bloody Baron, Triss vs. Yen rivalry, the bittersweet story of the last members of the school of the wolf, Radovid, Roach, Dijkstra and countless others. The writers have done a truly masterful job. But it is not just the human or humanoid characters. Geralt is a monster slayer and the monsters play a very important part in this story. And again, the devs have delved deep into the Witcher lore, and they crafted dozens upon dozens of unique, often terrifying, sometimes funny and always fantastic monsters. The next thing I would like to mention is the difficulty and balance. Generally, I believe the game does a great job of it, offering three pretty distinct playstyles and, of course, a great many combinations thereof. As with any RPG, if you play it right, the difficulty drops with time and, by the end, the game offers me very little challenge even on the highest difficulty, but frankly, everything else is so good, that I do not mind in the slightest. The game was released without any major bugs (a praiseworthy achievement considering it's size) and all the minor bugs were soon remedied in a series of 16 free to download patches, which were made available, one every week, after the release. Each of these patches was tied to a small in-game extra content (like a new quest, or alternative appearance for a character). What a fantastic way to patch a game. And on top of that, the devs were so sure of the quality of the game and so fair to the players, that the game was released without any sort of piracy protection whatsoever. What a classy and based move. And all these positive things I have piled upon the game, make up together the most important (and illusive) aspect of them all. The atmosphere. And in Witcher 3, it is simply perfect. All the love for the story and the world, all the dedication and hard work, all the pure unbesmirched excitement is clearly visible, nay almost tangible in the game. Fantastic. As for negatives, I have noticed a few very minor and insignificant things hardly worth mentioning. Maybe the witcher senses item glow should not be visible in the cutscenes, maybe there could be a greater variety of NPC faces and haircuts, but honestly, the game is perfect the way it is. No SJW and no Microtransactions. A full PC playthrough with no fast travel took me 180 hours. This is my favourite game of all times, bar none. And frankly, I do not even dare to hope that I should one day play a game that would rival The Witcher 3. Thank you for this transcending experience. Final Verdict: 99 %",10,2024-11-10,PC,user
KillerTeddyB3ar,"The DLCs are great, I really dislike the base game however. All in all a way too buggy, excessively long, unpolished and mechanically shallow experince for me to recommend. 4/10 base game (which is the biggest part of the game), and an 8/10 for both expansions, so a 6/10~ish for the complete package (base game + both expansions + next gen update)",6,2024-11-06,PC,user
kiozen,"*The Witcher 3: Wild Hunt* is a masterpiece that has redefined the open-world RPG genre, taking players on an epic journey as Geralt of Rivia, a professional monster hunter. The story is rich and compelling, featuring complex characters and a detailed world that responds to player choices. The main plot, centered on the search for Ciri and the looming threat of the Wild Hunt, is complemented by equally well-crafted side quests, each with its own unique and engaging storyline.Gameplay offers a fluid and tactical combat system, blending swordplay and magic into a series of strategic moves that require skill and quick reflexes. Geralt can also prepare for battles with potions, bombs, and oils, adding a layer of depth that rewards careful planning. Exploration is open and highly rewarding, with vast regions filled with secrets, monsters, and villages that react realistically to Geralt’s actions.Visually, *The Witcher 3* is breathtaking, featuring landscapes that range from lush forests to snowy mountains and vibrant cities. The art direction and environmental details are impressive, creating a world that feels genuinely alive. The soundtrack also deserves praise, with evocative melodies that perfectly accompany every moment of exploration and **** essence, *The Witcher 3: Wild Hunt* delivers an immersive, deeply satisfying RPG experience, offering a vast, intricately crafted world that invites players to lose themselves in its narrative and landscapes.",10,2024-11-06,PC,user
Haroldoid,At first I had trouble getting into it but it is simply one of the very best games to have ever been created. The work that was put into it is impressive. You cannot possibly regret the money you spent to buy it.,10,2024-11-04,PC,user
E_N_A,"Great game with a great story. All the characters are charismatic and interesting. Additional quests do not make you bored, but on the contrary each story is unique and addictive. The open world is great. Skellige takes a separate place in my heart. And what a great music on that location! From the minuses I can single out the wooden and not very diverse combat system. It is enough to use one or two buttons at most. But I can say that this game should definitely be played by everyone.",10,2024-11-04,PC,user
Shane1,"Unbelievable masterpiece **** . Contends for the title of ""greatest RPG ever made"" due to the smooth combat, well-written dialogue, masterfully-designed open-world, beautiful graphics and captivating plot. Games like this are only seen once every 10 years or so due to the exact combination of talented artists, developers, and source material required to make a product like this.",10,2024-11-02,PC,user
Antiquity,"One of the best RPGs ever made, its narrative is top notch, plot is great be it main or side quests and after 10 years it's still one of the best looking games",10,2024-11-02,PC,user
Helix17,Harika bir oyun nex geni oynuyorum 2 defa bitiricem kısmet olursa adamlar yapmış muazzam bir şekilde karakterler desen hepsi birbirnden güzel witcher evreni bir başka yaa şiddetle tavsiye ederim bundan önce ac mirage oyandım 3 saat zor dayandım sildim the witcher vardı yükledim 48 saattir oynuyorum acayip sarıyor,10,2024-10-24,PC,user
Branntwein,"Still one of the best games ever made, 10 years after the release. The incredible story and its age make up for the sometimes lacking gameplay",10,2024-10-21,PC,user
InTheLight,A really fun and immersive roleplaying game. The starting area is one of my favorites because it really brings you into the doom and despair of the times the characters are living through.,8,2024-10-17,PC,user
iRxD32,BEST GAME !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,10,2024-10-07,PC,user
Phuz,"Glad it was only £5. What's right? Pretty much all of it. Frame rate is a bit **** and combat is average but overall pretty good all round. What's wrong? Also pretty much all of it. It's just not fun. Riding a horse for miles, trickling story. It's so slow. It's a bit like taking an average TV show, chopping it in to 2 minute segments, then dragging each bit out over half an hour. There's just nothing happening. Just getting a very slow story fed to me in piss trickles. Very fetchy. Go here kill that, go there do that. It's really just a whole pile of boring quests. Go this place, kill the guys who are snotty with you, rinse repeat in varying forms. In about 5 hours the story has done practically nothing. World building great. Got the vibe, got the feel but for a world that just isn'tany fun to be in. It's not as bad as Breath of the Wild but it's still bad.",0,2024-09-29,PC,user
Xemnas,"I played through the entire story but without the both DLC expansions (Hearts of Stone & Blood and Wine) and I have to say, I think the game is extremely overrated. The story/lore/worldbuilding/graphics are the only good points, but for that you can also just watch a cutscene compilation on YouTube without playing the game. What I absolutely didn't like was that many decision are not clearly morally according to subsequent narration such as whether one should save the children from the witches or not, although it's actually clear: The evil baron kills himself which was his own decision and for me also pretty unexpected/unrealistic, cause his wife, who groomed children for witches, died even though the curse was lifted, so from my pov it's as redemption for her sins. Or that you have the option to spare **** Junior, which in turn suggests Geralt's bad character. I think Geralt has a rather bad character he often doesn't have much empathy (except for triss, jennefer and ciri), is arrogant, bossy, selfish and nymphomanic, not exactly the best influence or role model in my opinion. The game mechanics are completely underdeveloped and the combat system is incredibly bad, I can't really stand the game.",0,2024-09-26,PC,user
Flo5703,"Beautiful world building, well written stories and characters and just so much to explore and experience. The perfect RPG to get lost in.",10,2024-09-26,PC,user
nanukfather,"Whether it's the story, the characters, or the universe, it's an absolute masterpiece.",10,2024-09-26,PC,user
TheBestGod,"Very great story, gameplay and content. There are definitely a lot of things that you can do in this game content wise.",8,2024-09-26,PC,user
lonelydevil90,"Story and narrative is great and every single subquests is interesting and has its own purpose. Overall an amazing games, but still few quality of life features are missing. Combat is not that great and doesn't really feel well balanced on the enemies level",9,2024-09-22,PC,user
insane12,"одра из моих любимых игр, Сюжет 10/10 мир 10/10, боевка 9/10 отличная иградля тех кто любит открытый мир и главное хорогий сюжет!",9,2024-09-19,PC,user
stillread113,"The combat is janky and outdated compared to Souls likes, and Geralt controls like a tank. It's not exactly what I would call a fun game. With that said, its an incredibly immersive dark fantasy epic with amazing music and great vibes all around. Well-realized memorable characters that are morally complex. Lots of heart that's juxtaposed with lots of brutality and tragedy. When you open up the game, the main menu just hits you with epicness; you know you're in for a journey. The two expansions are among the best in gaming. Gwent is fun in itself, still one of my favorite minigames.",9,2024-09-18,PC,user
Andrenzo,"no doubt, it is one of the best games in history. the storytelling is amazing, it sets a bar for inspired stories. the ending is based on the adventure you have been through. reasonable and makes people have some level of deep thinking. the only downside is the battle system build is a little boring. but it is not worth subtracting some points from score.",10,2024-09-16,PC,user
SkyCat8066,It is with great excitement that I have to say that this is a great game that goes down in history and needs no introduction!,10,2024-09-16,PC,user
Arkirak,"The gameplay is incredibly enjoyable, and it has a rich story. You can immerse yourself in the Witcher universe, shouting 'Lelelelele' as you lose yourself in its world. The only downside is that, although it's rich in content, it's not as content-packed as Skyrim and ends sooner.",9,2024-09-03,PC,user
viqili,I love this game's story and its open world. Games where players can influence the story are my favorites.,9,2024-09-01,PC,user
gawimap761,"Really good game with a really long storys, the DLC are worth it by far, wonderfull game and toop 3 games in my life",10,2024-08-24,PC,user
functor513,"The Witcher 3: Wild Hunt has an excellent combination of music and storyline. The music in the game is captivating and perfectly complements the game's settings, immersing players in the experience. The storyline is rich with various interesting branches, allowing players to make different choices that directly impact the game's progression and outcome. Each storyline showcases the complexity and depth of the Witcher world. Whether it's the music or the storyline, The Witcher 3 provides players with a fantastic gaming experience that leaves a lasting impression.",10,2024-08-21,PC,user
Sinan104,"best game of all time. The best game in the world, try this game, this is truly the pinnacle of the game, I have 530 hours in this game and I was not bored even for an hour of 530 hours. play this game",10,2024-08-18,PC,user
Dragh_,Perfect !,10,2024-08-13,PC,user
Defen,"A great end to the trilogy, good rythm, good story, not so great maniability/gameplay but the rest more than makes up for it.",8,2024-07-23,PC,user
ghost809,"Amazing experience. The Witcher 3 is more than a game; it’s an experience. There is a perfect balance between its story, combat, RPG elements, and **** best game of all timeb",10,2024-07-21,PC,user
ShadowDream,"I haven't finished yet, or to be frank, I still haven't played more than 8 hours but I will give it another try.",4,2024-07-16,PC,user
nerekitantmanes,"Everything in this game is mid, movement, graphic, combat, overall gameplay... It seems they were going in the right direction and then said ""f**k it those plebs will still give it a 10/10 because we invested half of our funding into marketing"". Genuinely modern Assassin's Creed games are more enjoyable and I HATE Ubisoft...",6,2024-07-11,PC,user
darkss__eth,BEST GAME EVER BEST GAME EVER BEST GAME EVER BEST GAME EVER BEST GAME EVER BEST GAME EVER,10,2024-06-26,PC,user
Ezelrak442,"Opened world Ubisoft game, that is not published by Ubisoft. Highly overrated and overhyped",5,2024-06-25,PC,user
DODARI,"The combat is a bit lackluster, but the world and story make up for it. Bloody Baron was the best.",9,2024-06-25,PC,user
nutangeiei,"The game has everything on its arts piece and all of the lore they developed. But sad on the gameplay that very poor on control, bad and not smooth. Still a perfect and must play game",8,2024-06-23,PC,user
phantomromano,"One of the best open world games out there for sure. The open world isbeautiful and contains loads of things to be explored. They story is one of the best I've experienced so far, with absolutely no need to have played the previous games in order to understand it. It's atmospheric, gripping and captivating. Now, why only 8 points? I'm deducting points for -major bug in the DX12 port, which would not let me talk to a character needed for a major side mission. I had to temporarily switch back to DX11 to do that -absolutely horrible horse mechanics. Horse riding is probably the worst I've experienced in any game, becauseonce its stuck, its stuck. Also, the horse kinda rides itself, but sometimes in directions you dont want it to, leading to even more frustration -the witcher contracts can feel like a bit of a chore sometimes (they're optional so no biggie) I would still absolutely recommend this game. Go get it.",8,2024-06-20,PC,user
AllanDellon,"A melhor experiência que já tive em um game, ótimos gráficos, ótima história, ótimos personagens, ótima gameplay, ótima trilha sonora, nunca me senti tão preso em um jogo principalmente se tratando de um título que eu nunca tinha tido nenhum contato com jogos anteriores, livros ou a série. O mundo é muito grande e muito vivo, as missões secundárias são excelentes, para mim o melhor jogo já criado.",10,2024-06-19,PC,user
ViggoReview,"Absolute masterpiece. My favorite game which has a lot of content. You're taken into a world where you can get surprised around every corner and you have to make a lot of decisions throughout your journey. The DLC's are fantastic, especially Blood and Wine.",10,2024-06-19,PC,user
ajkorsun,"RAAAAAHHHH POLSKA. Zajebista fabuła jedyne co mnie wkurza to słaba imersja w postać geralta, szkoda, że nie ma wiekszego nacisku na używanie mikstór i oleji na miecze, według mnie pomogłoby to wczuć się w głównego bohatera",9,2024-06-18,PC,user
ezah7,"jogo incrivel do começo ao fim , um dos melhores jogos de todos os tempos facil !",10,2024-06-09,PC,user
Odysseus01,Öncelikle ben bu oyunu 2023'te bitirdiğimden dolayı savaş kısmı bir kısımdan sonra sıkmaya başladı ancak oyunun hikayesi gerçekten güzel yan görevler de çoğu oyuna göre kat be kat daha iyi 2022'de de zaten grafiklere de sanırım güncelleme geldi aynı zamanda dlcler de oynamasam da çok iyi denildiğini biliyorum bu yüzden de CD Project candır,10,2024-06-02,PC,user
kaanozerasaf,müq oyun 62 saat oynadım ve böyle bir oyun yok leyleyleyacık dünyası müq hikaye müq aksiyon macera müq herşey mük lelelelele,10,2024-05-27,PC,user
Huckelberryfin,It is my second game ever played. I did only main plot which took me like 50hours to complete. This game is noob friendly.,7,2024-05-26,PC,user
adabhinav916,"If I were to sum up my experience with The Witcher 3: Wild Hunt in one word, it would be ""masterpiece."" From the moment I delved into the richly detailed world of Geralt of Rivia, I was completely captivated. CD Projekt Red has truly outdone themselves with this epic RPG adventure.First and foremost, the world-building in The Witcher 3 is nothing short of phenomenal. Every inch of the sprawling landscape, from the bustling cities to the remote wilderness, feels meticulously crafted and alive with activity. Whether I was wandering the streets of Novigrad or exploring the dense forests of Velen, there was always something new and exciting to discover. But what truly sets The Witcher 3 apart is its storytelling. The narrative is gripping and filled with moral ambiguity, forcing players to make difficult choices that have far-reaching consequences. As Geralt, I found myself faced with decisions that challenged my sense of right and wrong, making each choice feel weighty and meaningful. Of course, none of this would matter without compelling characters to bring the world to life, and The Witcher 3 delivers in spades. From the enigmatic sorceress Yennefer to the roguish bard Dandelion, every character is expertly written and fully realized. And let's not forget about Geralt himself – a stoic yet deeply complex protagonist who I couldn't help but root for. But perhaps the most impressive aspect of The Witcher 3 is its sheer scope and attention to detail. The game is absolutely massive, with dozens of hours of main quest content and even more side quests and activities to keep players entertained. And despite its size, the game never feels bloated or overstuffed – every quest, no matter how small, feels like an essential part of the experience. Of course, no review of The Witcher 3 would be complete without mentioning its stunning visuals and immersive sound design. From the breathtaking vistas to the haunting musical score, every aspect of the game's presentation is top-notch and helps to draw players even further into its world. In conclusion, The Witcher 3: Wild Hunt is nothing short of a masterpiece. It's a game that sets a new standard for storytelling and world-building in the RPG genre, and one that will undoubtedly be remembered as a classic for years to come. If you haven't had the pleasure of experiencing it for yourself, do yourself a favor and dive in – you won't be disappointed.",10,2024-05-22,PC,user
Fazilrip,wow one of the best gamein historyi like everything and I played it in xbox and play and pc great game,10,2024-05-21,PC,user
Amistiel,"Witcher 3 is one of my all-time favorite games of all time, until BG3 stole the number 1 spot. Still this is a masterpiece as well! The story, the design, the soundtrack, breathtaking!",9,2024-04-29,PC,user
TJohn,"The Witcher 3 is a solid game but not a perfect game in my view. I think the Witcher 3 does a lot of things right. The sound design (including music and voice acting) is some of the best I've ever heard, and the graphics are excellent as well, even years after its release it still compares favorably to many newer titles. The world is also incredible, with tons of cool places to discover, characters to meet, quests to do, and monsters to kill. I feel like the world CD Projekt realized in this game is perhaps one of the best in gaming history. The side quests are top of the line and there were a few standout ones that I felt like were among the best quests I've ever played. I also love that the main quest has several options to deviate depending on your choices, having a few options makes the game feel so much more dynamic. Then there was Gwent... a card game within TW3 which is more than likely the best side game I've ever played. It's integrated so well into the world that you can never touch it if you'd like, yet you can also become a degenerate gambler if you want to challenging people across the land and betting large sums of money. Now despite all this praise, I did have a few gripes with TW3. For one I didn't really like the third person viewpoint or movement controls. Something about them felt kind of clunky, and it felt like I was often getting Geralt stuck in weird places due to the way it worked. I also didn't love the leveling system or its implementation. The designers kinda just filled the world with a mix of different leveled enemies all over, so you're constantly running into enemies that are either too high or too low leveled for you to fight. This can get pretty frustrating because you're constantly having to ignore some cool point of interest because the enemies are too high level. And when you're looking for level appropriate stuff you never quite know where to go since it's all jumbled together. I also don't really like how the game follows Geralt. This is more a personal complaint, but I would've had more fun if I could've created my own character with my own head canon and lore behind him. Following Geralt was exhausting at times because I didn't play the other Witcher games or read the books, so I was constantly trying to figure out what was going on. There were tons of times where some whacky character shows up in the dialogue and Geralt already has this long backstory with them that took place off screen. You as the player are wondering who this person is, what happened between them and Geralt, etc. and they will just skip explaining that and go straight to business with a passing comment or two about the past. There were like half a dozen characters where this happened and it started to get a little annoying, it felt like I was hanging out with a friend group where everyone is in on some inside joke but me, and no one will outright tell you what the joke is, so you're wasting your energy trying to figure it out, then you finally do figure it out only for there to be another inside joke that you aren't in on. This is how the Witcher 3 felt to me. It's still a great game, don't get me wrong, but these few grievances did bother me enough to take it from a 9 or 10 to an 8. Overall though this game is a great RPG game with amazing graphics, sound, quests, and of course Gwent. It's not a perfect game, but I don't think you'll be disappointed by it if you enjoy Fantasy RPGs.",8,2024-04-21,PC,user
