reviewer,review_text,rating,review_date,platform,reviewer_type
dhmee94,"2024 GOTY ️‍️‍️‍️‍️‍If you think that MALENIA is the hardest boss of Elden Ring ! Then you will change that title for the last boss of Elden Ring SOTE . Best expansion ever made ️ . It's as equal as full games or even bigger and better ( spent more than 100 hours exploring and enjoying every moment of this expansion ). It has high quality combat , bosses , areas , weapons , environments , dungeons , incredible scenarios , secrets and much much more ️️️ . Also it's only for 40$ US or close to that in my country ️‍ . Fromsoftware is extremely generous with us ️ . Thank you so much for this MASTERPIECE ️️️️️️ .",10,2024-11-24,PC,user
ZboingZbang,Jamais un DLC ne m'a autant scotché... J'ai passé bien 70h en ayant même pas fais tout le contenu de cette extension l'écriture et juste dantesque et avec ce DLC FromSoftware nous propose un nouveau challenge clairement à la hauteur du talent des développeurs UN GRAND OUI!!!!,10,2024-11-20,PC,user
bibiandrelus,"Este dlc es otro juego entero, la calidad y detenimiento en los detalles se ve, aunque es cierto que hay algunos sets de ataques un poco injustos, lo que le quita el 10. Para la gente que dice que es muy difícil, no creo que se hayan pasado dark Souls 1, ni malenia ni ningún boss difícil",9,2024-11-20,PC,user
echoch4mber,Captures the magic of the new game and takes it to new heights. Incredible world-building and verticality. Wish it had more cutscenes.,10,2024-11-20,PC,user
sharksaredecent,"Just like the original game, there is just so many things to say about this game that I cannot explain there, this game is soooooooooooooooooooo GOOOD, masterclass masterpiece common fromsoft w, the versatility and exploration and build variety in this game is the best ive played and the world is sooo good with the peak art direction, it definitely deserves goty2024 and i dont care what anyone says",10,2024-11-18,PC,user
KillerTeddyB3ar,"This might be in contetion for the single greatest DLC From have ever released. Which when a company has made Artorias of the Abyss, The Old Hunters, The Ringed City and even a few others some may hold up there. It should be impossible to top those... Or even come close.... Yet here we are! CURSE YOU BAYLE! WITH A HAIL OF HARPOONS!",9,2024-11-06,PC,user
Darxevn,"A great addition to Elden Ring that amounts to a full game of content. that is very nearly equal in quality of the original in every way. The new areas and characters and bosses built into the game are fantastic. The items/spells added give you many new gameplay options to explore that are a lot of fun. The leveling system works over all but has just one catch. Your power ends up being based on how much exploration you do. This might not be ideal when you are replying on additional characters. Additionally, there are a few areas on the map that can be difficult or confusing to understand how to get to them. Additionally, there is one optional area where they've basically added a stealth mechanic that is a miss for me personally. So for those reasons I knock 1 point off of this amazing expansion.",9,2024-11-02,PC,user
Madlet,I really enjoying Shadow Of Erdtree. Boss & Level Design are amazing. Just wished the music was better because main game soundtracks are amazing.,10,2024-10-31,PC,user
DivineFaith,"Shadow of the Erdtree is an awesome addition to Elden Ring! The new areas are packed with challenging enemies and cool secrets that make exploring just as exciting as in the base game. The bosses are tough as nails, and it’s super satisfying to take them down.",9,2024-10-30,PC,user
BaltiPorta,"A game in the game. Very cool. However, it has it's flaws. Fighting against big bosses and the camera at the same time is not fun. Bosses using big f-off one shot combo just to say ""you won't beat me first try"" is goofy and annoying. The grabs' hitboxes are infuriating. And the choice of final boss and the story around them was a huge deception. Also, the level up system is really not that good. Apart from these, a solid game for a flawless track record of bangers from fromsoftware.",7,2024-10-30,PC,user
abdulwizard,"The game is not fun at all. It's only for people who are chasing more challenge (the only thing the game can offer you is more difficulty), but the game world is too nonsense, confusing and boring. Sometimes you walk in the world and think ""who the f* designed this map? What the h* is this place?"". As if it weren't ugly and nonsense enough, it's also full of mazes - I mean, why they have to make the map so confusing? I already didn't feel like continuing, but I stopped after spending 10 minutes hitting a golem so it could kill me in 1 hit. No desire to finish this game. A terrible decline compared to the base game.",4,2024-10-24,PC,user
TrailsInChan,peak peak peak peak peak peak peak peak peak peak peak peak peak peak peak peak,10,2024-10-20,PC,user
xiaoyao,体验下限很低，体验下限很低，体验下限很低，体验下限很低，体验下限很低。会摔死的地方很多，墓地里的大头石像小恶魔设计的很差，有很恶心的怪。剧情很一般，挖坑不填。,7,2024-06-26,PC,user
Sanbarra,"Elden Ring is one of the best games ever made, but the DLC actually... is not. World is very empty. The first region is fine, but all others feel soulless. Especially the bosses are dissappointing. I liked 4 of them, but even my favorite of the dlc would be just mid/average compared to the phenomenal bosses of the main game. Yet, I'm hyped, what comes next, since there are some very good ideas in it, like the Sword of Light/Night, Spirit Ashes with Micro Quests, and a stealth region - which doesn't work well, but I think, the DLC proves, Fromsoftware is trying new things for their next big game. Ah, and the balance system is not working out in my eyes. Either you are way to underpowered at the beginning or way to overpowered later. Still have no idea, what Mesmers Movekit is. He's always dead in 3 tries, Fingers in 2...",7,2024-10-17,PC,user
darksoulskorean,This is the best DLC in the world now. All the patches after release were perfect.,10,2024-10-14,PC,user
dune10,"Très bon jeu, belle aventure. Difficile, mais possible. A part le boss de fin impossible !",8,2024-10-12,PC,user
filippo333,"Shadow of the Erdtree is a mixed bag. It’s a good expansion on the surface, but the open world doesn’t really provide that many useful rewards to the player. It’s more of the same you get in the base game; with the exception that you’re likely already a high level, so most of the items you find are forgettable. The visuals are incredible and the art team never fails to impress. Equally the boss designs are creative and as grotesque as ever; more on that a bit later. The open world is also fairly interesting to explore, although it feels a bit too empty. There are a lot of reskinned enemies and NPC invasions disguised as bosses. This is where things start to go downhill, NPC invasions are very lazy replacements for bosses and artificially increases the difficulty of the game unless you happen to play a broken build. The boss difficulty is what really ruins the game for me. Most of the bosses are near impossible to beat without summons. They have extremely long combos, one shot abilities, very high aggression leaving no time for healing and do an incredible amount of damage with most of their moves. I really hope that FromSoft doesn’t continue down this path, they’ve replaced fun but fair game design with the Dark Souls II approach; extreme difficulty for the sake of difficulty. Is SotET worth buying? No. As someone that loves FromSoft games, it’s extremely inaccessible to even seasoned Souls players. The balance of challenge vs reward is broken leaving a bad taste in my mouth. I think FromSoft has finally surpassed the game being overly difficult and have prioritised that over interesting boss and enemy designs.",5,2024-10-06,PC,user
vexentnex,"They said ""The Elden Ring DLC is going to be so good!"" aaaand no its not. It is a desperate cash grab from our loved friend FromSoftware. I feel like they literally didnt try to do something good. They just saw what they did, and tried to longer the experience by hiding behind ""difficulty"". Im saying these considering the performance issues, absolute trash map design, miserable bosses, a plot that nobody cares about... i think you got the point. I hope this is a joke and they will release the real DLC soon but.... eh, you know that aint happening. dont buy this pieceof garbage.",1,2024-09-29,PC,user
Uklorian,"Shadow of the Erdtree is only a DLC in name and could easily be considered game of the year. It has outstanding environment, worldbuilding, and level design as we have come to expect from FromSoft. The new spells and weapons were engaging, and the new enemies presented unique challenges. Unsurprisingly the visuals were stunning and the music was exceptional. Top it off with some of the finest voice acting in the genre and you have one of this year's greatest games. The only disappointment was the ""Abyssal Woods"" section which was a chore to get through.",10,2024-09-20,PC,user
Fananax,"The game is perfect, its all a dark souls fan need, 9< reviews are of weak people",10,2024-09-19,PC,user
ghorze,que dire un big jeux ayaynt fait 5 fois le dlc en ng +7 +8 +9 +10 ras avant le nerfdu lastboss,10,2024-09-16,PC,user
AKx,"me mataron todo el tiempo, GOTY, Baldurs Gate la tiene adentro, tengo que seguir escribiendo para que me tome la reseña",10,2024-09-14,PC,user
Rayanghobar,"Loved this dlc. Its crazy how they make the dlc as good as the main game. The bosses' design is very good and creative aswell. Movesets are insane and the bar is raised with every boss. And lets not forget the lore behind each and every boss/npc in the game, each one of them leaves an impact on the game and the player himself. The environments in the dlc is insane, they did a veryy good job with the map and the visuals(including the cutscenes).",8,2024-09-11,PC,user
TBA_Tarik,Mükemmel hem dlcsi hem kendisi ayrı ayrı mükemmel bir oyun oynadığım en iyi oyunlar arasına çok rahat girer. Dlc ile oyunu kolaylaştıran bazı öğelere (mimic tear gibi) ayar çekmişler ve oyunu daha zor hale getirmişler. Bu zorluk bence tatlı bir zorluk öyle insanların abarttığı kadar zor olduğunu düşünmüyorum son boss hariç. Bosslar hakkında son olarak şunu söyleyeyim ben mimic tear kullanan birisiyim ve dlc bossları savaşlarda comboları sürekli bana atıyordu mimic tear düz saldırı tanklıyabiliyordu fakat tüm comboları bosslar bana atıyordu savaşlarda.,10,2024-09-07,PC,user
Ousuikou,"From Software продовжує показувати іншим студіям, як виробляти якісні матеріали. Незважаючи на те, що це DLC, він містить більше та кращий вміст, ніж багато повних ігор. Я пройшов через нього 4 окремих персонажів і насолоджувався кожною подорожжю. Будь-хто, хто знижує оцінку, тому що це ""занадто важко"", насправді розповідає вам більше про себе, ніж про гру.",10,2024-09-07,PC,user
caiolbarbosa,"I loved the base game. However, Shadow of the Erdtree has an empty and boring world if compared to the base game, the mechanics are not creative and FromSoftware tried to make the game extra difficult in stupid ways.",1,2024-09-06,PC,user
Str1k3rZone,The best DLC ever made in the history of dlcs. It slaps TW3 out of the water.,10,2024-08-28,PC,user
LuoHuo,"Perfect game. it was very hard compare to the base game but it was fantastically done. Highly recommend to everyone who loves soul genre. If DLC could win GOTY, this would be the first DLC to do so imo.",10,2024-08-28,PC,user
yxinori,"Nice map, excellent show, but the map is very empty, I don't know where the point of exploration is, and the boss is not very good, it won't be unforgettable, but overall it's still very good.",8,2024-08-25,PC,user
Chaos781,"Compared to the main game, there hasn't been much progress. In terms of combat interactions and exploration feedback, it has actually regressed. The new upgrade system is an absolute failure; it's not as good as the one in Sekiro. The optimization is as poor as ever. As an Elden Ring DLC, I consider it a failure. It's by no means the best DLC in history.",4,2024-06-23,PC,user
Drekorido,Easily one of the greatest DLCs FromSoftware has ever made! Everything from the Lore to the boss encounters to the gorgeous environment is top of the line; I've come to expect nothing less from the legendary Miyazaki!,10,2024-08-20,PC,user
megatons,"Poor boss deaign. Bosses are harder but thats due to unreadable movement sets and unreasonable damage.Radahn is too aggressive that it leaves players no room to punish him. I was able to beat it after spending hours memorizing his movement set, which i didn't have to do as much when playing sekkrp or bloodborne. Those games are more interactive",5,2024-08-19,PC,user
IceArm,"Despite the general belittlement of the excellent addition due to the so-called ""Most difficult bosses in the world of video games"", my opinion is that the world came out absolutely interesting and colorful, and most importantly filled with interesting enemies, quests and bosses (which in my opinion are quite passable). Why did people decide that playing in the soul genre should not be difficult? These are canonical relics. I enjoyed it completely, even though I won't play it a second time...",10,2024-08-19,PC,user
themeatworm,my tight tarnished bussy was NOT ready for rellanas pegging 10/10 would fight again,10,2024-08-19,PC,user
lxh2311,根本就跟媒体宣传的不一样，跟本体差太多了，本体我愿意给9分，但是dlc只配三分，真的就是小工作室不适合做3a，这样的质量，这样的地图空旷度，这样的敷衍，这样的堆数值，这样stupid的招数跟特效，我不相信这是认真打磨制作后的结果，就像是本体后期那种赶工下实在没招后的无奈，fs社还是做点小的类似只狼这样的作品吧，我宁愿玩只狼这样的作品,3,2024-08-17,PC,user
shiwodehai,BYD宫崎英高，很难想象这是两年半做出来的dlc，你FS做游戏自己不招人来试玩吗？还是找的人均无用之人白板通关女武神的大神啊？1. 丧心病狂地堆砌数值，管你几周目，遇到小怪就是被两三刀砍死，别人一周目713级的照死不误，搁这搞众生平等呢？2. 仍然狗屎一般的boss设计和视角：一个个boss机动性高的逆天，跟鬼泣里蹿出来的一样，关键是褪色者就是二级残废，除了视奸还有那可怜的翻滚啥也干不了，喜欢我双月的十五段追击吗？ 这么多年了视角仍然做不好，飞来飞去的boss让你根本看不清它的出招，贴脸放一堆特效技能再加上两刀死的数值，为了难而难。3. 除了箱庭部分，大地图设计的那么空，而且好多地方幽默地给了一大堆低级锻造石，在你这个数值崩坏的DLC里低级锻造石有一点卵用吗？直接整的地图毫无探索欲望.,4,2024-08-17,PC,user
Daylight_,For those souls-like game loyal players with high skills，Elden Ring：Shadow of the Erdtree is a great choice to experience the impressive BOSS Fight and wonderful scenery. But for common gameplayers，they may feel upset and tired about the Deficient Reward of Map Exploration and the Final BOSS Fight.,9,2024-08-16,PC,user
kingahh,Elden Ring is the playground. SOTE is the war ground. Everything you learned from the prosperous initial adventure is brought to life here. It is cultivated into a more difficult blast of a time and a banger finale. SOTE just brought a little more flavor.,10,2024-08-16,PC,user
kitaiky77,It is hard to imagine that players will be killed by some monsters that are not bosses with two swords. There is no game experience at all.,4,2024-08-15,PC,user
Zuigao,i fell in love with the base game and i was expecting the same with DLC and i was right the DLC was harder but it was fun to experience it just like the base game for the first time,8,2024-08-14,PC,user
Yousef15,"أكبر إضافة بتاريخ فروم سوفت من كل النواحي الخريطة العملاقة والبوسز الكثاروالأسلحة الكثيرة والمتنوعة , عالم الإضافة جميييل بشكل خورافي وصعب وممتع وفيه أماكن سرية يعني كل شي تتمناه ببالك من إضافة للعبة سولز , اما الزعماء ياساتر أتكلم عن عددهم ولا صعوبتهم ولا تنوعهم شي خورافي , مع انه كان فيه كذا زعيم أساسي وجانبي مخيبين للأمال وفيه تكرار طبعا يعني السحلية ام سيف لسة موجودة وبعض التنانين مكررة وكذا وحش من اللعبة الأساسية بسمهم كثار وما تحس بطفش , اما القصة جيدة بشكل عام أما ال ان بي سي كانو جامدين من ناحية الأداء الصوتي وقصصهم , وبالمختصر الإضافة وصلت للتوقعات اللي كانت عليها",10,2024-08-03,PC,user
rocquito,"El mejor juego de la gen. Y el mejor DLC de la gen. O de la historia. Café para muy cafeteros, si morir 4 o 5 veces con un jefe te hace abandonar un juego, el estándar aquí está en las decenas. Pero a diferencia de otros juegos difíciles del mercado, este es difícil pero **** TAN bueno que no sabría por dónde empezar. Y tan puto enorme que tampoco me daría la vida. El mejor trabajo artístico, el mejor combate, el mundo abierto que mejor recompensa la exploración de la historia, los mejores jefes... lo tiene todo. Menos facilidades, de eso no. Puto Miyazaki.",10,2024-07-31,PC,user
DixonPL890,"Bosses are broken and unbalanced, rather frustrating instead fun. Only way to defeat Rellana or Radahn is to use broken builds or spend 1000 +hours in the game suffering. I got frustrated more times than i had fun. This DLC literally made me unlike elden ring and when i look at this i have ""ughh i womit of this game"". When i played Dark Souls i felt like i was having epic fights and when i was losing it was only my fault, here i feels like i schouldn't even fight this boss and it wasnt made for players to defeat. Nerds will say ""skill issue"" while they were using same broken builds. I want tto have fun! i want to use my OWN build! but there certain builds doesn't work. Fighting Radahn i understood that it's my skill's fault that im ass while playing this game, It's becouse I DON'T KNOW how schould i dodge his certain combos and how it was made to do. Instead playing this, buy Dark Souls and have some real fun....",0,2024-07-29,PC,user
Hardkorich,"The combat system has completely degraded. The bosses are all similar to each other, long series of attacks and spam aoe. If you do not play with phantoms and sammons, of all the varieties of builds, there are 3-4 with which you can defeat the boss without completely memorizing attacks, but at the same time you will break all their mechanics.That's it, the developers are now designing bosses in the expectation that you will kill them in co-op, and the solo game has turned into a circus with endless rolling.Open world like Ubisoft's games)))",2,2024-07-28,PC,user
Zekkai,"Grand landscape but hollow miniscape, high frequency of attacks and low fault tolerance rate. Such a mismatch with the main game.",4,2024-07-27,PC,user
tsmasher1000,"Gameplay: 3/5 Game design: 2/5 Story: 3/5 Music: 4/5 Graphics: 5/5 TL;DR, graphics are wonderful and the places are stunningly beautiful. There is much questionable design in making a world that is so huge but feels unrewarding to explore; the enemy designs are oftentimes repetitive/questionable, the game may have frame drops which in a very punishing game not only ruins immersion but may lead to unfair deaths, and open world is questionable.Warning, long incoming review. I thoroughly enjoyed Elden Ring and have 100%'d the game. I enjoyed the first half, but the second half was a slog to get through. I had high hopes for Elden Ring's DLC, but sadly it feels more of the same of the second half of Elden Ring, which I actually had to force myself to get through it. Let's break it down. Let's first get out of the way the graphics, music, and presentation. Elden Ring is stunningly beautiful and the DLC showcases some of the best imaginative areas you will find in any open world game. The music is epic (though perhaps immemorable at least to me). Elden Ring showcases the problems of Souls games going open-world, but also showcases the great potential of it. At first I was very skeptical of a Souls game going open world, but to my delightful surprise the first half was a masterpiece. It was fun to explore the world and find quests and create your build. However, this quickly dissipates in both the second half and the DLC. There are several reasons this occurs. Elden Ring is VERY difficult, no surprise there - it's a Souls game. However, with this difficulty it also feels difficult to experiment. It may be just be my personal experience, but I had trouble switching builds after getting accustomed to a single build and getting another build to work without outside advice and getting outside advice is not always fun (backseat gaming is not the most fun especially when attempting to avoid spoilers). With this, game design becomes questionable, as you have all of this world to explore, but repetitive enemy designs - MANY of which are reused even in the DLC, a lack of variety of things to do (other than combat), and a very punishing system for death (death leads to a loss of runes which while you can collect back is not always guaranteed) makes exploration feel thoroughly unrewarding when you have your build down and at times even disincentivizing given that the game can be very punishing by losing all your runes upon death, so why go fight bosses and experiment if it runs that risk and I already have my build down? I feel that this has not been fixed in the DLC either as many players - probably the vast majority - will have a late game to endgame build in the DLC and I felt unincentivized to try anything new given how hard the game was. The enemy designs are SO questionable. This is not even talking about their difficulty, but the feeling of repetition. There are many reused enemy designs in the DLC (although there are many new enemies as well), but I felt that the problem was it felt extremely repetitive in how I took down almost every enemy and boss in the game. I think I heard it best at one point in time from another review, but Elden Ring is Sekiro if Sekiro took away much of the tools you had to battle some of the outrageous bosses. The idea here is that the bosses and enemies are way too aggro and very often it is possible with an endgame build to get 2 shot or even 1 shot by many of their moves, so much of the time I would be forced to play something similar to Sekiro but without the tools of Sekiro and be forced to dodge roll for 95% of the fight while rarely getting any attacks in - when do you get to play the game? When the AI feels like it can stop attacking for one second to spare you a moment to attack and if you miss that moment you could just die. Now even if it seems like I am complaining about the difficulty here, which to some extent I am, I feel justified in the idea that it's not just difficult but repetitive and not fun to be forced to play in the same way much of the time until you learn some slightly different timing on the new boss and endure their 10 combo attacks for one small attack on your end. Even if you could say git gud I do think that it is boring and while spirit summons does somewhat fix the nonstop barrage, it makes it once again boring and repetitive to whale on the enemy while they're preoccupied with your spirit summons and finish them off like that. There's a lack of balance there that I feel that summons should not have been added to a Souls game at all, nor an open world. This is compounded twofold in the DLC where every major boss is like this and the non-major bosses lack any uniqueness. Last, open world as said before is questionable. It is quite beautiful, but empty and not really interesting to explore - much more of the same and much more **** to go from point A to point B. You can also easily miss NPC dialogues, quests, and dialogue from the open world.",6,2024-07-23,PC,user
draemato,"I refuse to believe that most people actually find this even slightly good. Its garbage, no more no less. Thanks elden ring for making me hate all souls games and opening eyes at the trash community they all have.",0,2024-07-23,PC,user
Fshoxkhg,"As a long time FromSoft fan, I'm extremely pleased with Shadow of the Erdtree. They've managed to up the difficulty without making it so overbearing as to kill the fun. Easily some of the best battle content from FromSoft to date, although I do feel Bloodborne still presents an overall better experience on that front. Every fight is fair and can be cleared with a minimum of issues if you're willing to spend even a moment analyzing boss attack patterns. Even the final boss, who some erroneously claim to be fair, really isn't. Everything is clearly telegraphed and easy to react to. The new equipment has been most welcome. We received several new weapon types, examples of which are sufficiently tuned to be used in all forms of content present within the game. These new items, barring a handful of exceptions, have been introduced without damaging the delicate balance of PvP. FromSoft is known for leaving a lot of questions hanging in the air once their games are complete. In an uncharacteristically charitable move, they deviated from their norm by providing answers to just about any question regarding the games lore. One need simply go seeking, and they'll learn just about anything they want to about Marika, her consorts, her children, her origins, etc. It's all right there, waiting to be found.",9,2024-07-22,PC,user
berkayberkay,"THIS IS THE BIGGEST **** DISSAPOINTMENT OF MY ENTIRE LIFE. **** YOU FROM SOFTWARE, **** YOU HIDETAKA MIYAZAKI...",0,2024-07-22,PC,user
Rizek,"Prostě pecka, DLC za 40€ a ani jednoho centu nelituju. Skvělá nástavba toho co fungovalo, fenomenální hudba, postavy, bossové. Majstrštyk. Jenom občas až přehnaná agrese enemies.",9,2024-07-22,PC,user
FearlessCritic,[SPOILER ALERT: This review contains spoilers.],0,2024-07-22,PC,user
protobarhatus,Best looking empty fields in all of game industry. And Radahn is 100/10 period,10,2024-07-22,PC,user
Spyzzix,"Best DLC of all time, it is literally a new entire game for just 40 bucks, insane",10,2024-07-22,PC,user
Amsheagar,"Best DLC ever. It is much more a whole game, than a DLC. I discovered everything, killed every boss without summon and spirit and i rarely traveled on horse back, thats why i spent 102 hours with this dlc. I usually end the games slower than the average player, but i think there is atleast 50 hours of game content for an average player. The most conspicuous thing is the improvement of the bosses, nearly every boss have amazing moveset, and animation and they are harder of course. The story is interesting as ever in a fromsoftware game. The music and the vertical terrain and enviroment are all amazing. If you liked the base game, you MUST play this!",10,2024-07-22,PC,user
petriAND,"Gameplay - 8/10 | Story - 6/10 | Visuals - 7.5/10 | Sound design/OST - 8.5/10 | Acting/cinematics - 5/10 | Fun - 6/10 | Optimization/bugs - 7/10 => 6.8 It's just Elden Ring, but a bit worse",6,2024-07-18,PC,user
cactusAbl,"super bon dlc avec de superbes zones. La nouvelle mécanique d’esquilles est bien penser, elle évite de détruire le dlc dès le début. Dommage que beaucoup de boss manque de cinématique / introduction dans l’histoire.",7,2024-07-18,PC,user
AlbeFurioso,"this is the worst expansion fromsoftware has ever made. Gigantic empty space filled with nothingness, a few new enemies and bosses and new weapons and armors are mediocre. If the next game will still follow the open world formula, i'll be done with from software as i'm done with all the boring open world games.",4,2024-07-16,PC,user
squez0,"Из плюсов: отличный дизайн, интересные боссы. На этом всё, дальше идут лишь минусы. В игре просто выкрутили цифры: куча урона, спам, но есть же осколки древа упадка, не так ли? Они не сильно-то и помогают. По меркам игры, я перекач, но даже это мне не помогает. Оптимизация очень плохая. Если в основной игре у меня было 60 фпс, то в DLC у меня 30-40, в зависимости от локации. Если не учитывать пару этих фактов, то Миядзаки, вновь сотворил шедевр.",7,2024-07-16,PC,user
a1b2c3d4c3b2a1,[SPOILER ALERT: This review contains spoilers.],0,2024-07-14,PC,user
mennybolt,"All around, main game was better in my opinion. Something missing in DLC not sure what exactly.",8,2024-07-14,PC,user
ryc,"This could be a stand-alone game since it's massive for a DLC. You could say the last boss is the ""THE BOSS"" as it was very challenging compared to the previous boss in the base game.",10,2024-07-13,PC,user
SlamminBananas,"This is a review of the entirety of Elden Ring not just its DLC! For me its a no brainier that From Software took everything they've learned from their previous game and perfected them in Elden Ring. Class variety, weapon choices, spells just about everything related to game play is at its strongest in here. Which is why it hurts for me to not give it a perfect score. Like with most recent gaming releases today Elden Ring suffers from bloat. The base game already felt like some of the smaller dungeons should have been cut and the levels made smaller, but its expansion Shadow of the Erdtree made this feeling truly felt for me. Instead of clamoring for the next section and upcoming bosses all I felt was a sense of how much running, walking and riding am I going to have to do before I finally get to what I ultimately wanted to experience the boss fights.",8,2024-07-12,PC,user
pmsmteixeira,[SPOILER ALERT: This review contains spoilers.],10,2024-07-12,PC,user
Xpleayer,"Not gonna lie this is a genuine rival to Phantom Liberty, Not better but not even slightly weaker. Honestly in in my top 4 expansions of all time(with PL, Blood and Wine and The old hunters). 10/10 FR",10,2024-07-11,PC,user
waterfallbr,by far the best DLC ever to be released this dlc is a hole new game no AAA game in 2024 comes close to it a must play in my book,10,2024-07-11,PC,user
Amuro666,Best **** game ever made. Every game should use this game as the highest standard and everything they should try to strive to achieve—a true masterpiece of its kind.,10,2024-07-11,PC,user
Zallen,"Величие! Бест евер контент на 50 часов подробного изучения, боссы и лвл дизайн превосходят оригинал. ДЛС, после которого, можно забыть о трилогии соус.",9,2024-07-10,PC,user
Zethaia,Fantastic DLC. Much better than expected and my expectations were very high.,10,2024-07-10,PC,user
