reviewer,review_text,rating,review_date,platform,reviewer_type
GrimalkinFel,"Now *this* is a true timeless classic ****. As much as I enjoy D2, this first entrance into the franchise is what does it for me. It is likely due in some part to nostalgia bias speaking, as I grew up watching my mum playing this when I was little, then playing it myself. But I will do my best to speak from an objective point of view. tl;dr: 9/10 only because there is of course that retro game clunkiness present in a couple of features. I'm trying to be objective here but for the record my nostalgia would give it a 100/10 :P Pros: > Replayability. I've played and re-played this game countless times. Its replayability is off the charts. Fully randomised maps, randomised enemies from a pool, randomised quests from a pool of I think 4 for each section. So many ways to make each and every play-through unique. I've never had the same run experience twice. > Art style. Hoo boy, that dark and gritty gothic style lends itself so well to the subject and the setting, and complements the graphic capabilities of the time. Even today in 2021 I would say that graphically it holds up decently. It's not perfect by any means, but it looks almost like something faux-retro that an indie team might put out today. But it IS actually retro, and back when it was released, it was ground-breaking in its detail and variety. > Music. Holy christ on a biscuit the score in this game is SO. FREAKING. GOOD. Atmospheric, chillingly eerie and dripping with creep factor. The orchestral choir vocals of the dungeon theme. That little guitar riff in the catacombs. The deep, booming drums in the caves. The distorted baby cries in the hells. And we must not forget those iconic opening strums of the Tristram theme, which creates such a safe harbourage in tone from the chaos of the descent below the cathedral. I cannot express enough how much I adore the score, I listen to it casually on the regular. > Horror. Just go look at the butcher's room. For real though, the game can get downright suspenseful when you're waiting for the next enemy to come running toward you out of the shadows or from around a corner. Sure, it's not P.T. or anything, but it achieves what I think is an impressive amount of thrill and suspense for such a simple top-down dungeon crawler. > Gameplay. Gameplay is in the middle for me. On one hand, I love the way each class is characterised and has its own strengths and weaknesses. There's a little bit of overlap, but not too much, e.g. every class can theoretically learn spells or use every type of armour/weapon, it just depends on how difficult you want to make the game for yourself. :P But, that being said, it is still a click-fest. Careful not to get carpal tunnel here. The generalised stats also leave something to be desired, but I'll give them a little leeway as it's just a dungeon-crawler, not an open-world RPG. We need to be careful not to get too carried away with comparing a game from 1996 to games from 20+ years later. Cons: > Clunkiness. Yeah, the game can be a little clunky. I personally find it charming and am used to it, but I can understand that someone trying to play it for the first time today may struggle a little with slow movement speed, lack of scrolling for vendor item lists, negligible inventory space (which is probably due to monitor sizes at the time), and in the lowest levels often pretty disproportionate enemy spawns that can all but halt your run if they catch you off guard. There's also the distances of Adria and Wurt from the town centre that can grow tiring. Oh and the fun of loading and reloading your game to get the right stuff in the vendors' lists. I recommend muting or you'll have ""well, what can I do for ya?"" and ""I sense a soul in search of answers"" burned into your subconscious lol All-in-all I think that Diablo 1 is a fantastic example **** classic title. It plays well to this day and is short enough to enjoy casually over a few sessions, or even one if you want to and have lucky drops and quest/map pulls. I thoroughly recommend it to anyone wanting to experience something truly atmospheric, timeless and made with love. Go forth and slay those demons!",9,2021-02-20,PC,user
catspats,"Игра создала жанр, многие игры и сейчас не дотягивают до уровня атмосферы мрачности первой диабло( сравниваем те которые пытаются) все в ней хорошо. Геймплей ,реиграбельность, прокачка все что есть я бы оставил как есть",10,2021-01-14,PC,user
allenwalker81,the elixirs that pump up stats unnecessarily is meaningless and destroys the hype of the game totally.,0,2021-01-14,PC,user
Lestaterd,"great atmosphere. Graphics, remnant fiction, music. Incredible. even after nearly 25 years.",10,2020-12-13,PC,user
gracjanski,"This game was a milestone, but after some years it was outdated. With the mod belzebub this game is a masterpiece again and works great on modern systems: Better graphics, resolution and some little changes in the gameplay. The story was always great, just read the manual.",10,2020-07-04,PC,user
meop,This game was pure brilliance. It defined a genre and revolutionized gaming. That is not an overstatement. It is still being cloned to this day and even now with the advances in technology most of the copycats are still worse.,10,2020-06-27,PC,user
Sitheral,"Well. It's Diablo. If you never experienced it and like loot and dark tone, you should give it a go. This one might lack in gameplay compared to the sequel, but without doubt has the most heavy atmosphere.",9,2020-06-14,PC,user
SolveEtCoagula,"Classic! Could be a bit repetitive due to grinding and simplistic click-based gameplay. Rich atmosphere and user-friendly difficulty is what Diablo is all about. Back then - absolute hit, today some mods can enrich it.",9,2020-06-07,PC,user
COED,"Это беспрекословная классика. Игра была выпущена Blizzard в те времена, когда ребята умели делать шедевры. Несмотря на сильную разницу в технологическом развитии между сегодняшними временами и теми, когда игра была сделана, она до сих пор остаётся притягательной и вполне реиграбельной. С удовольствием приобрёл её заново в официальном дистре на gog в дань уважения к игре.",9,2020-05-24,PC,user
dA_kOr,"PlayStation1 Version Die Urzutaten für eines der besten RPG's: - Düsterer Goth-Look, - epische Story - simples Gameplay - simpler Look Heraus kommt ein Meisterwerk, welches das Genre, RPG neu definiert und ein Gegengewicht liefert, zur vorherrschenden JRPG(FinalFantasy & Co.). Diese einfache Essenz schafft es heute noch, auf mein Smartphone Präsent zu sein.",9,2020-05-22,PC,user
ChesterField,"I've lost count of how many times I've played this game and age of empires at the time. In fact, I just finished and I don't even know what year I'm in. Essential.",9,2020-05-01,PC,user
iKen,Played on PC. Gameplay: GREAT. Story: GREAT. Graphic: GOOD. Music/Sound: GREAT. Dialogue/Voice Acting: GOOD.,8,2020-04-12,PC,user
barothor,A milestone in gaming history. It was the first game I remember that I was falling for big time,10,2020-04-02,PC,user
Bloodnes,"Шедевр игровой индустрии, игра, которую повторить так и не смогли. Лучшая РПГ все времен и народов, в те года смотрелась изумительно! Врятли найдется игроман, который не слышал о ней. 10/10 Близарды молодцы!",10,2020-02-06,PC,user
SilverOrlov,"At that time, Blizzard was able to make games that would become immortal classic for the many years. An interesting plot and game-play, but the second part, as it seemed to me, was much more significant for the history of the gaming industry. Still, it was very good game for its time.",9,2019-09-28,PC,user
strangermoon,better than diablo 2 and 3. the closest game is this game of course diablo 2 but wthout expension. diablo2 ex makes the serie like loot game kills the mood mostly. diablo1 was about first dark mood and music gameplay then the loot or items.,10,2019-09-23,PC,user
GurmpyCoolCat,This is the game that started it all. This classic is one of the best games created. This is where the dungeon crawl and looter started. This game is a must have.,10,2019-09-15,PC,user
Joewashere,"A lone hero arrives to a dismal village and receives the quest to explore a dreadful dungeon reaching from the accursed damp catacombs of a desecrated church down to the flaming depths of hell. This isn’t about raising numbers, it’s about going down all alone. The strong sense of place and momentum, a remarkably simple yet effective combat system and a prodigious soundtrack which cannot be complimented enough push the player into descending through walls of wailing demonic flesh until reaching Diablo himself -this is a horror tale with nightmarish sounds, grim visuals and a bare-bones RPG system fueling an aggressive gameplay more akin to id’s shooters than to anything else. Everything works like a clock, even that which taken by itself seems unfitting -such as the limited inventory and speed of the playable character- forces the player into constantly making relevant choices with both delayed and instant consequences (i.e. life or death), which account for the rather slim character building. As a proper masterpiece, Diablo is the father **** characterized by a brutal immediacy, set apart from the hordes of clones it spawned -a classic.",10,2019-08-08,PC,user
jelikey,"I visited this site out of morbid curiosity. I can't understand how some people get so adamant over a mere game. But anyway, I love Diablo so much that I frequently have wet dreams over it and I have been known to **** while playing. Oh, and once I was so engrossed in the world of Diablo that I forgot to eat for about six days...I lost about ten kilos. No joke, man. And one time I felt so in love with the game that I couldn't help but lick the screen for a while. I'm not proud of that. I know it's weird, but stranger things have been known to happen amongst game freaks.",10,2019-08-02,PC,user
Vradcly,"I remember asking my christian mother about things I had encountered in Diablo after playing it at a friends house, and how that made me really contemplate the grey areas of morality for years to come. Where the fallen really deserving their fate? Can a crown really hide a persons madness like that for real? Was it stupidity or nobility at display at the ending scene? The thick atmosphere made my young imagination venture to places it had deep yearnings to shape and explore, and the poetry, the tales and books slingshot me into halls from which I had previously been blind...Experiencing Diablo was an honing of my soul, it was testing me on so many levels. Maybe the greatest trick the devil ever pulled, was convincing us that he was god.",10,2018-11-23,PC,user
MillersWeeb,"Неплохая игра, но все было сделано через жопу, эти скилы по книжкам, посохи с зарядами, ой.",7,2018-11-16,PC,user
Marcelo_Furtado,"Diablo is a classic, on all perspectives, on all categories. It transcends time. I probably will play it again many times before i die.",10,2018-09-05,PC,user
iddqd4,"Вероятно первая RPG которую я увидел в компьютерном клубе, и вероятно первая пройденная RPG на уже домашнем ПК. Незабываемое путешествие.",10,2018-01-19,PC,user
nik_balani,The original diablo was a whole new style of gameplay for me and set the scene for all future point and click attack style games. Incredible story line as well.,10,2017-12-24,PC,user
TomCat86,"Excellent game, nothing like the trash diablo 3 we see today from blizzards mishaps. They need to re visit why diablo 1 and 2 were so much better than diablo 3.",10,2017-12-04,PC,user
angelss_13,"Gran juego. Un clásico del RPG que definió varias de las mecanicas del género. El sistema de juego es algo elemental, pero engancha. La música y la mitología del juego son fascinantes, aunque la historia no se desarrolla del todo bien.",8,2017-06-10,PC,user
rich_pl,"Now very dated, and 'in comparison' to modern titles seems like a laughable attempt at making a game. BUT - I think this game is among three that I will always hold to be 'top-level' games I still remember the nights poured into this game, I still remember the moments of tension and relief at achieving the various milestones of game play, killing certain bosses or surviving certain levels. And knowing now that this spawned a sequel which in my mind is still unsurpassed in the Action RPG genre - Diablo 2, that fact alone means that this game has to be recognised as part of the pinnacle of PC gaming. Even now I occasionally like to have a little nostalgia and install Diablo 1 just so I can take a big old dose of happy memories. I can't honestly say that anyone should go out and get this game now, but just want everyone to understand that even before today's vast game budgets, before the dedicated teams of artists and environment designers, before all of the impressiveness of modern gaming there were games like this that shone out because they provided fantastic experiences and enticing game play. Times have moved on, but my memories are better than a hundred new releases.",8,2016-12-15,PC,user
Nel,"Great game by Blizzard again, the game when it came out was difficult to master, but it was an enjoyable experience, and had several different ways that you could play, and there was a lot of replay ability.",8,2016-12-04,PC,user
MasterCeddy,"A masterpiece, even though not perfect, I give it the perfect score as it was the first in its genre, I used to play this game as a kid and it was the scariest feeling. The colors have low contrast, everything is dark, the asmosphere is scary and adventurous. The music composer Matt Uelmen is a genius and so is the rest of the team. This game influenced hundreds of games in the following years in the gaming universe.",10,2016-11-14,PC,user
DeyvsonCaliman,"No doubt one of games I played the must in my life, incredibly replayable, I could never get bored. This game was so revolutionary that up to this day we say ""Diablo style game"". It's a classic that a player from today world may not enjoy because of it's outdated graphics and a character growth system that is too simple. Even so, at the time, I couldn't believe such master piece. It's one of those addictive games, kill tons of sprites to develop the character until we are strong enough to kill the last boss. And them we are ready to do everything again, because dungeons are aleatory, different characters offer different game-plays and hack n' slash is so fun. Not to mention nice background story, go underground and kill the devil in that gothic environment, I felt medieval. It's a shame games don't use this kind of environment, orcs and elves can get really boring.",10,2016-07-25,PC,user
ThecriticGoD,"This game was completely impressive when it came out, the graphics, the music, the dungeon crawling, the combat system, it defined a genre and it was definetely very very exciting. Maybe if you play it nowadays and you're not an old-school player it feels a bit slow and rusty but it does definetely deserve all the praise it gets.",9,2016-03-27,PC,user
pvgirl93,"Great Game, loved it as a kid. For the time it had a great level of detail and diversity for the player. It really was groundbreaking at the time and Blizzard has continued to excel with the Diablo franchise",10,2016-02-02,PC,user
jrh23,"By 1996, everyone was tired of the dying, cliche, turn-based RPG formula. Diablo saved the genre by bringing it into real-time. Another triumph by Blizzard",10,2015-12-25,PC,user
friendlynerd,"Diablo 1 is still very much fun to play, also in multiplayer mode, 20 years after it was released. From today's perspective, it's basically simplified World of Warcraft, because Blizzard honed their concept of character and gear progression from Diablo 1 to Diablo 2 to World of Warcraft. The strongest feature of Diablo 1 is (and was at the time) its randomly generated dungeons.",10,2015-12-14,PC,user
GolovA,"Wow! What a game! Back then it was like ""Dude, you know Diablo?"" ""As if! It's like the best game EVVVA!"" :) Yeah, those were the times - the times when ""replayability"" actually meant playing the game a gazillion of times, until the CD became razor thin from constant reinstalls, until you could, like, run circles around bosses at character level 1 with your eyes closed, and still enjoy the game! THAT'S REPLAYABILITY. And that was Diablo.",9,2015-12-06,PC,user
Lotian,"Best in the series, in my opinion. Had that dark, grim 'n grity feel. I lost interest in Diablo series since then. It just went arcade, caroonish. Not my preference.",9,2015-10-20,PC,user
retkimuna,this is very fun arpg. graphics has aged well and gameplay is ok. It has some problems but it's no't bad like some kids in reviews say. Diablo 1 is fun nostalgic game.,8,2015-06-12,PC,user
mcfry,"There may be a little nostalghia to my maximum rating, but I also believe this is a perfect casual game. - a simple, smooth and motivating gameplay - different playing styles through items and magic - enormous replay value - involving sound and story If you need to whack some time, this is it. Is it mobile already?",10,2015-02-02,PC,user
Floing,This is the most atmospheric game ever made. Even Diablo 2 pales in comparison with this masterpiece. There is always a sense of dread and some of the monsters can actually become dangerous and feel like a real fight (something Diablo 3 completely lacks). There are some flaws like black deaths permanently screwing you up and wizard being totally overpowered but there are mods to fix that.,10,2014-11-12,PC,user
Kaprawiec,"I remember when I first played demo of first DIABLO. It was just amazing. Music was just perfect. Its way better than those in all new instalments. Dark, heavy atmosphere - again perfect. Innovative loot system. Even story was quite interresting. in 1996 gameplay was really perfect for me. For couple of years to come this was really one of my favourite titles. When I come back to this game now it seems almost like some indie game, its so slow compared to D3. But it still is one of the most important game in gaming history.",10,2014-10-23,PC,user
urieaal,I can still re-install and play this game. That should really say something saying that my only real re-playable games are ff7 and xenogears other then that its truly hard for me to pick up and replay games. In its time it was great and frankly i still like to dupe (dupelicate items) and hax the hell out of it. its just good old fashion fun. Hell if a **** server was going id be on it once in a while.,8,2014-09-27,PC,user
koval321,"This is best Diablo in series. This is how it should look like, exploring dungeon and not running on desert, because open area always look the same even if its random. Torchlight1 was also good game because it keep that style and atmosphere, where am just say best clone, not better game. D1 is best in own style.",10,2014-08-14,PC,user
DeusXCom,"When first Diablo was released in 1996 it blew everyone's mind with it's beautiful visuals, fantastic music, dark atmosphere and incredibly fun and addictive gameplay. I loved and still love every bit of it. It still plays and holds up well until this day and it's by far the best from the trilogy imo. Just listening to the soundtrack and that music is just pure classic. 10/10",10,2014-08-05,PC,user
Zarniwooop,"One of the most important games ever made. It is STILL scary if you play now. The butcher doesn't make me wet my pants like he did the first time anymore, but knowing that if you die, you're going to have to get all your stuff back is just nerve-racking. Possibly the most atmospheric RPG ever made. Or if that's going too far, then easily the best music. The only thing that makes it an adjustment to play today is the lack of run/walk. I play this at least once a year and have since it came out.",10,2014-07-28,PC,user
JacobCleveland,Greatest game of all time. It's too bad that time has not been kind to Diablo. Original and great addictive gameplay that became the face of the hack and slash rpg genre.,10,2014-07-12,PC,user
verglia,"All hail blizzard north the one and only true blizzard.DIABLO(1) is the best game in the world.Respect and best regards to north and Matt Ulman,Brevik and the rest... I can see what you see not— Vision milky, then eyes rot. When you turn, they will be gone, Whispering their hidden song. Then you see what cannot be— Shadows move where light should be. Out of darkness, out of mind, Cast down into the Halls of the Blind.",10,2014-04-01,PC,user
Watersson,"Diablo is one of the icons of games. It showed the world that the game does not have to be difficult to be good. As in those days was a good graphics and the music even better. Randomly generated underground-that's something!. It is a pity that the disposal were only three character classes (warrior, mage and rogue). The worst thing about this game is that it is a short ...",8,2014-02-23,PC,user
TommyTanker,"One of the best games I have ever played. Dark, evil, mysterious, adventurous, exciting and so much re-playability. Outstanding. Wish they still made games like this these days.",10,2013-11-17,PC,user
Shadowborn89,Diablo started my love for PC Games and i still play it today. if you haven`t played this game before i seriously recommend you do! A good 10 of 10 score in my part!,10,2013-10-04,PC,user
Nickkix37,It's a good game to most. In my opinion I never like the game play. I don't like point to move nor button mashing. Its very suspenseful with a fantastic story line. The music fits well into the game. Voice acting also was a great feature for the game.,6,2013-05-19,PC,user
a9249,"When I was a child, I played this game for over a year, over and over again. It is the apitami of good game play, and as such will be forever classified as the classic and original rpg of my life.",10,2013-03-29,PC,user
Mittsies,My favorite PC game of all time. Truly the most monumental and inspirational action dungeon crawler ever created. It was the game that paved the way for its genre to grow and one of the major reasons why Blizzard became among the greatest game developers of all time.,10,2013-03-09,PC,user
Rox22,"I really love the people who judge this game a decade or more after it's release and hold it up to ""current"" standards and rank it badly. Yes it's a really old game today (or whenever you're reading this) but in its day it was legendary. That's not nostalgia talking, it's fact. While I do have fond memories of the game myself I do remember exactly what I thought of it at the time. A great unique game that was extremely fun to play, but also a tad repetitive and without too much depth. Diablo 1 did change the scene and really gave birth to the modern Hack-n-Slash genre. Overall: While I dod have great respect for this game I also must look at it objectively and not just with nostalgia. A great game of it's age, but also a bit limited and rough around the edges.",7,2013-02-06,PC,user
OmriPC,"This game is a masterpiece. Best graphics for his time period. Story is superb and the sound is **** game includes a fantastic gameplay. This game changed the video games world- from RPG to action. This game is one of the best games ever, if not the best, this is absolutely the finest work of Blizzard Entertainment.",10,2012-12-15,PC,user
Jangle,"If you like this dungeon runner style, you will like Diablo. Aside from the lack of deep story, the action is fun. Playing a melee character, I found difficult as it seems you spend more time chasing enemies than actually attacking them. Once you switch to mage, it is a walk in the park. I ended up using one spell through the whole game, which shows how repetitive it can get. One strong element in the game is the limited but fantastic music. There aren't many tracks, but they are very well done. Very similar to the recent Torchlight I game.",8,2012-12-01,PC,user
