reviewer,review_text,rating,review_date,platform,reviewer_type
SKSUND,"An absolute must-play for all FF7 fans old and new alike a simply superb game in its scope and magnitude. Rebirth faithfully recreates the world of Gaia in exquisite detail (as of course was the case for Remake), whilst simultaneously bringing the beloved cast to life with modern era graphics. The combat system incorporates a myriad of various strategies and is rewarding, engaging and thrilling whether you are an experienced action combat oriented gamer or a novice. With so much variety, the system does a great job in encouraging players to experiment with different play styles. From a graphical viewpoint the main cast and environments look spectacularly detailed, with my personal favourites being Nibelheim, Gongaga, The Gold Saucer, The Temple of the Ancients and The Forgotten Capital. The main story is faithfully recreated with some minor alterations along the way. The expansion of lore with respect to Gongaga, the Gi Tribe and the Cetra is very well executed and fills in some blanks from the original FF7 in a satisfactory manner. Aside from the main storyline, there are many side quests to complete along with battle simulation challenges aswell as a hard mode which ramps up difficulty considerably, when starting a new playthrough. The in game menus are logically presented and fairly easy to navigate through. The voice acting is spot on, in particular Britt Baron (Tifa), Cody Christian (Cloud), John Bentley (Barret) & Paul Tinto (Cait Sith) are exemplary. The only cons I would mention are open world navigation can be sketchy and frustrating at times aswell as a few mainline story sequences being cumbersome whereby the player is forced to navigate at a slow pace. However these minor issues are overshadowed by what is an absolutely brilliant overall package. In my opinion, Rebirth should have won the Game of The Year award hands down. In closing, you will not be disappointed with this purchase. PS, Tifa is absolutely ravishing, so fans will be delighted (I'm biased, I admit. That and she is my favourite character).",10,2025-02-12,PLAYSTATION 5,user
Rachidrahmoun,"Boring mess. Full of fillers, stretched out parts, Gold Saucer was horrible, Costa Del Sol was disgusting. Exceptionally overrated. Final Fantasy 7 Remake was amazing, linear, interesting until the end, but this one? I lost interest due to forced mini-games section and the cat box throwing sections killed it for me.",1,2025-02-11,PLAYSTATION 5,user
BadAlabama,"Rebirth is the best thing what happens in 2024, story was amazing 83hours of incredible fantasy. English voice acting is fantastic, this game bring me in my childhood 10/10",10,2025-02-10,PLAYSTATION 5,user
pale81,"What a mess of lame nonsense I have no idea what people think is so great about it, the story is so bent and completely abstruse, the gameplay is terribly outdated and the whole game is boring.",3,2025-02-09,PLAYSTATION 5,user
vincent770,"It's a great game and I wish I could give higher score. However, the amount of mini games forced to your face really marred my enjoyment of the game. It gets even more and more absurd toward the end with more difficulties added which essentially function only to waste more of your time while at the same time diminishing the fun out of the game. they are basically a chore. I forced myself out from more and more of them and each time I end up feel very annoyed. SPOILER: they dangle Tifa's progression as an excuse to force you play the minigame. Her sidequest forces you to play the card game, then having you be the chocobo race champion. They also lock 1 of her glove behind minigame. Good mechanic, good story, unfortunately marred by these unnecessary & unenjoyable bloat. They made a good base game, I just wish they didn't chose to be an ass about it, but here we are.",3,2025-02-08,PLAYSTATION 5,user
Cahilarf,I did not play the orijinal game but remake and rebirth are really two must play games. The ending was a little complicated for me but it was really good 60 hours experience. One of my favourite game.,10,2025-02-08,PLAYSTATION 5,user
whizzer17,"Although the story and gameplay mechanics are very good, the missions, especially the open world side missions, are extremely boring. If it did not have a solid mechanics and story, it would definitely not be a game that would be played.",8,2025-02-08,PLAYSTATION 5,user
monle,"Aunque es un port horrible, con muchisimos fallos graficos y crasheos, es una maravilla en todos los aspectos, mucho mejor que la primera parte que es malisima..",10,2025-02-08,PLAYSTATION 5,user
Jesburger,"Incredible storytelling, well written and deep characters, all set in one of the most interesting game worlds ever created. The gameplay is excellent as well.",10,2025-02-06,PLAYSTATION 5,user
harinezumi,Definitely the best game ever.I have played 660 hours. And I'm still playing the game. I have never been so hooked on a game.Thank you to the staff for making this game.,10,2025-02-05,PLAYSTATION 5,user
Hitdragoon,"Minha franquia de jogos favorita, queria dar 10, mas como tenho uma RX 6600 e tive que usar mod de terceiros para ter fsr e frame gen anota vai ser 9",9,2025-02-04,PLAYSTATION 5,user
SyedDanishAnwar,A fantastic game that I enjoyed from the start till the end. This game is a real treat for every FFVII fan. It is the real GOTY of 2024 rather than that kid's game - Astrobot.,10,2025-02-01,PLAYSTATION 5,user
DougWalter,"A great game, I enjoyed it for 160 hours on PS5 and am currently enjoying it on PC. Optimization is different for each person, some have a lot of errors, some have no errors, but personally, there were no errors and it runs while maintaining the frame rate.",10,2025-01-30,PLAYSTATION 5,user
7orque,"Nonsensical plot changes obviously made to stretch out the game into a three part series. The writer has lost their mind. Most of the dialogue is boring nonsense. Every sector of the map recycles the same boring chores to complete - it’s like a ubisoft game but worse. I was so excited for this game after playing remake pt1.Rebirth has been a complete disappointment and even more than a year after release I just can’t bring myself to slouch through the final chapters of this time-wasting, filler activity dog water.",6,2025-01-29,PLAYSTATION 5,user
mkmeghan123,this game is so good i played it with my family and tbh ive never played a final fantasy game but my dad is a huge fan so i grew up watching him play it. its so good and sad and i cant wait for the third game,9,2025-01-29,PLAYSTATION 5,user
Ebo8000,"This is the best game I have played since Red Dead2. People complaining about the game being long can just ignore most side quests. I might be one of the few that wishes there were more. I have waited on this game since i was a child, and now that it's here, I had no problems milking every little bit out of it i could.",10,2024-06-04,PLAYSTATION 5,user
adamtheclark,"Just like the Remake, this game is gorgeous through and through. My only real complaint is the pacing. The story comes to a grinding halt at times while you slog through tedious mini-games just to move the plot.",8,2025-01-28,PLAYSTATION 5,user
thecodlgamer,"This is literally peak modern gaming experience! Absolutely phenomenal game and top-tier English voice acting, especially for Aerith and Cloud.",10,2025-01-28,PLAYSTATION 5,user
Ninakos90,The best Jrpg of all times is the only games you will enjoy so much is the ultimate 10/10 Square enix surpassed the first one that was the ultimate 10/10 in few words is a masterpiece of all Times Fantastic Gprahics and gameplay,10,2025-01-27,PLAYSTATION 5,user
Cloud1502,"Ich liebe dieses Spiel. Die Musikist unglaublich gut, das Gameplay ist unglaublich. Mein Game of the Year!",10,2025-01-27,PLAYSTATION 5,user
nintendo3DS,"One of my newest favorite newer gen games of all time! Most games usually miss out on one element to make a masterpiece of a video game but this encapsulates narrative, gameplay, graphics, and especially the music all so masterfully well. Originally played this on PS5, but with mods and better frame rate and resolution, this is one of the best games ever.",10,2025-01-25,PLAYSTATION 5,user
Toast4001,"The sheer scale and brilliance of execution deserves a 10 in my book. Rebirth cleverly builds on the combat system introduced in FFVII Remake and Intergrade and delivers seven playable characters with unique and interesting play styles (not even counting Zack and Sephiroth). The mini-games are a joy, I liked playing Queen’s Blood as much as the main game. Costa del Sol filled me with nostalgia for those golden years of video games where it seemed like every game was set on a tropical beach. My hope for the final game in the trilogy is that it will address some of the game’s shortfalls, namely the movement mechanics. At times, the auto-jumping and chocobo mechanics were frustrating, feeling lumpy. However the freedom of movement exceeded FFVII Remake by far. I also hope for more customisation options, by now we are getting a bit used to seeing Cloud, Barret, Tifa and Aerith in the same outfits. It would be nice to visually see equipped items, other than weapons and materials. I still rate 10 for the brilliance on display, fully exceeding my expectations and outdoing the first Remake game which was already very enjoyable.",10,2025-01-25,PLAYSTATION 5,user
saboteneko,"I would definitely rate this game highly. Massive open world with lots to explore, stellar soundtrack, a battle system that uses ATB and mixes it with action which is innovative and should be used as a model for FF battle systems going forward. Character stories are incredible with brilliant voice acting. Pretty much all of the events in Rebirth play out the same as they did in disc 1 and it also expands on the story with more. Overall, it should have won GOTY. I can’t wait for Part 3!",10,2025-01-25,PLAYSTATION 5,user
dijam39374,another a troll attack by lifeless people and an attempt to drop the user rating for the best game of the year.,10,2024-10-11,PLAYSTATION 5,user
SLecky,Every character has their moment to shine. Excellent fighting system. Voice actors really sell every scene. The remake titles are shaping up to be one of the best in history. It’s clear some of the reviewers are just being harsh for fun. There is no way you can complete a game that gets a 0. Games that get 0 are games you can hardly play IMO and have 0 motivation to finish.,10,2025-01-25,PLAYSTATION 5,user
phoeniix23,[SPOILER ALERT: This review contains spoilers.],5,2025-01-20,PLAYSTATION 5,user
criticalgamer,"Yet another poor cashgrab entry for the Final Fantasy series, an ongoing experiment in exactly how bad of an experience you can make and still sell copies by Square Enix. FF7 rebirth somehow manages to take an even bigger step back from FF7 remake by adding in even more time wasters and gutting the story. Character VA sound like its their first time and have no guidance. Square has removed any actual decent gameplay and has replaced it all with minigames and unnecessary grinding. On top of that this game seems to be infected with the woke mind virus with the changes to Aerith's identity, completely dumpstering her in an attempted to pander. The OST sound likes something you would find on the epic asset store and game is frequently buggy and crashes. All changes made to the combat system were for the worse. I would say I can't believe they chopped 1 game up into three separate $70 purchases (plus DLC), but its Square Enix so I am not surprised. Please just go back to the old formula that people actually ENJOY. Companies are forgetting games are about having fun and not having ideology shoved down your throat while being forced to grind.",2,2025-01-24,PLAYSTATION 5,user
Backslow,"Graphismes époustouflants, combats dynamique, avec beaucoup de choses a faire. Mini-jeux très intéressant mais assez dur au bout d'un moment. Note 7 parce qu'il est trop long en duré de vie.",9,2025-01-23,PLAYSTATION 5,user
Cactuar900,[SPOILER ALERT: This review contains spoilers.],10,2025-01-23,PLAYSTATION 5,user
petr_tripper,Ok Metacritic. we're seeing an attack on this game again. How many already? Pls delete trolls. So many fake review!,10,2025-01-11,PLAYSTATION 5,user
edenlie,"Ps5 PRO version is on another level, stunning sharp visual details and performance, can't believe howmuch this game improve from ps5 standard, anyway the game is really really big, tons of things to do, side quest are still fillers but far better than 1st chapter, activities in open world tend to be little repetitive, but things aside the game is flawless, combat is at peak, fun, fast I won't go deep into the lore or the changes from the original, as a fan from long time ago I can say the made an incredible work, it's a must play. Mini games are really fun but there's too many, really too much, I reached 150 hours in chapter 12 as a completist, than I left some mini games beside. It's beautiful but a little less would have been better MUST PLAY",9,2025-01-21,PLAYSTATION 5,user
MaraDragos,"Absolutely fantastic game. The original story comes to life even better and fun than the last time with multiple minigames, cool bosses, fun combat and new additions to the story",10,2025-01-20,PLAYSTATION 5,user
Jarvzz,[SPOILER ALERT: This review contains spoilers.],8,2024-03-08,PLAYSTATION 5,user
Bagubuns,"Just because a game is professionally-made doesn't mean that it's a good game. The Final Fantasy VII Remake series has consistently proven that with its modern spin on the original game that nobody wanted. Actually, I can't even say that because look at the reviews! Look at yet another GOTY nomination that it didn't deserve and didn't win! While Rebirth was better than the first third that preceded it, the game is still ""follow the yellow paint"" levels of dumbing down the game. Back again are the unnecessary minigames and strange story altercations that didn't make sense in the original game, and are still just as baffling now. But hey, Tifa and Aerith's bikini models are finally HD! Tifa and Cloud are kissing now! So worth the altercations of the original, am I right guys?",7,2025-01-18,PLAYSTATION 5,user
Leo4Adventures,"Its hard to compare all of the final fantasy games since they are so different. But this is probably my safe #1, and also my top 4 RPG games of all time. Since its so hard to compare. Well done Square Enix!",10,2025-01-17,PLAYSTATION 5,user
Mangosplainer,Beautiful graphics and music. Great animations and gameplay. Open-ended interesting level design. Nice voice-over. Awful addition of meta-commentary that doesn't make any sense. Every single addition involving the ghost-like Whispers only makes the story worse.,6,2025-01-15,PLAYSTATION 5,user
adosantos97,"MUCHAS misiones secundarias. Cantidad no es calidad hace que finalmente te pierdas en la historia que en si es buena pero se han pasado con las secundarias para sacar el platino hay veces quete da pereza jugar sabiendo que los mundos abiertos son simplemente para hacer el juego más largo. La historia como dije es buena, así como gráficos, música, jugabilidad, personajes, etc. Pero de verdad se han cargado todo lo bueno con meter más tiempo en el juego haciendo misiones secundarias que no valen nada. El juego de la reina está muy bien eso sí y las protomaterias. Pero algo más semejante a la primera parte hubiese sido mejor ya os digo me ha sobrado el 70% del juego que es un pierde tiempo de manual.",7,2025-01-14,PLAYSTATION 5,user
HiddenSamurai,[SPOILER ALERT: This review contains spoilers.],7,2025-01-14,PLAYSTATION 5,user
Kokosnusseis,"This game truly impressed me. It continues the captivating story of the first part beautifully, drawing me even deeper into its world. The characters have grown even closer to my heart, and the quirky, Final Fantasy-typical moments kept me thoroughly entertained.However, I have to deduct some points for the occasionally meaningless and repetitive side quests in the open world. Despite that, it’s an amazing experience that I absolutely loved.",9,2025-01-13,PLAYSTATION 5,user
Feriatus,"It pains me to say this, but Final Fantasy VII Rebirth left me thoroughly disappointed. What could have been an exciting continuation of the first part instead feels like an unnecessary expansion—similar to when they stretched The Hobbit into three movies. It’s just too much of too little. To be fair, there are some bright spots. The combat system is genuinely fun, and the Queen’s Blood card game adds a cool twist. But unfortunately, the rest of the game falls flat. The story is paper-thin. If you boiled it down, there’s maybe 10 minutes of actual worthwhile content. The level design feels dated. And the side quests—don’t get me started. They’re repetitive and boring, more of a slog than a joy. Then there are the mini-games. They were quirky and fun back in the 90s, but here, they just feel frustrating and dated. What might’ve been charming decades ago now just feels like a forced distraction. I liked the first part because of nostalgia, but that’s exactly what this sequel relies on—and it’s not enough. At its core, Rebirth feels like a bloated, uninspired attempt to stretch out a story without adding any additional depth to justify it.",3,2025-01-13,PLAYSTATION 5,user
St1nzon,A great expansion. I had fun throughout the whole game and even fell more in love with the characters… but I am a little bit disappointed by the open world. Many side quests were really unnecessary and often repetitive,8,2025-01-11,PLAYSTATION 5,user
mpdizzle,"This game has lots of little issues, including not a small number of technical issues (especially on base ps5)--and yet I still think it deserves a perfect score overall, despite its many imperfections. It truly is a breathtaking experience; it is has an incredibly well written narrative that is told in an engaging manner; it has excellent pacing overall; an interesting world to explore; and a super fun combat system that is at once deep and easy to get into. The characters, from mannerisms to voice acting are superb across the board; also, this game has a lot of great, fun sidequests (better than remake in that regard)-- a common complaint lobbed against the game is the multitude of mini-games, and there are a lot. But honestly, alot of them are skippable (I skipped the protorelic quests, and basically all of the queens blood quests) and alot of the mini games are quite well designed (not all)--but overall, i dont think this detracts from the game. I don't love mini games in general, and i still loved and played a lot in this game because of how they were integrated into the story and sidequests; it made them much more engaging. Overall, it's an unfortunately technically flawed masterpiece of an RPG with a huge amount of carefully created content. I cant give it anything less than 10/10, and I didn't play the original in the 90s, so this is a nostalgia free score.",10,2025-01-10,PLAYSTATION 5,user
Manquele,[SPOILER ALERT: This review contains spoilers.],9,2024-12-31,PLAYSTATION 5,user
Totoleelee,Lot better than the first part. With great humor and warm character moments. Needed to get used to the changes to Crisis Core plot but it's well done.,10,2025-01-08,PLAYSTATION 5,user
getwildgo,This game is incredible. Definitely GOTY of 2024 for me Please don't miss this masterpiece.,10,2025-01-06,PLAYSTATION 5,user
ProfPhysx,[SPOILER ALERT: This review contains spoilers.],4,2025-01-05,PLAYSTATION 5,user
Scampi-Joe,Far too many mini-games that you have to play to get any further in the story and also to get some of the best items. The collection tasks in the open world are also more than just unnecessary. Apparently ubisoft was taken as a model here. The combat system and the story in and of themselves are well done,0,2025-01-05,PLAYSTATION 5,user
kwstas2,"Propably the best game I have ever played and I even played Elden Ring for hundreds of hours. This is for now in my opinion the absolute pinnacle of what a real time action JRPG can achieve. The game looks incredible even on performance mode and it beautiful design all around. The combat is incredible, the animations are world class and the attention to detail is beyond anything the series ever had before. It might not be exactly the game that every single person would give a ten but for me it certainly is. Square Enix might be my favourite developer and I can say with almost certainty that this is their finest work so far. This game is truly without a single doubt one of the greatest RPGs ever made!",10,2025-01-04,PLAYSTATION 5,user
Jorgecoru,"He jugado a todos los Final Fantasy y hasta la fecha es el mejor que he jugado. Una obra maestra de nostalgia, graficos, sistema de combate, sonido, argumento y jugabilidad.",8,2025-01-01,PLAYSTATION 5,user
skibidikingvon,[SPOILER ALERT: This review contains spoilers.],8,2025-01-01,PLAYSTATION 5,user
skibvoniswrong,[SPOILER ALERT: This review contains spoilers.],8,2025-01-01,PLAYSTATION 5,user
Isakius,Es una barbaridad. Combina perfectamente el respeto a la obra original y los pequeños añadidos. El combate se siente ligero y agradable y las missiones secundarias se sienten más agradable y son más interesantes que en el FFVII Remake y el FFXVI.,10,2024-12-31,PLAYSTATION 5,user
basic12345,Great second part after the first named Intergrade. Cant wait to play the PC port of this game.,9,2024-12-31,PLAYSTATION 5,user
Krikeyfan,I believe this was a bit better than remake. More story depth. Pumped for the final.,10,2024-12-31,PLAYSTATION 5,user
KyojinX,"This is it, best game of 2024 It has everything, minigames, THRILLING story, so many mechanics and sooooooo on, this is a mustplay.",10,2024-12-31,PLAYSTATION 5,user
BuckMasterFlash,"A complete bloated bore ****. There's a reason the original worked so well in one game, and that's because it didn't need it's story padding out with tons of filler, like they have here. Think of it like The Shawshank Redemption adding several extra hours worth of scenes of talking between Andy and his ****'s just pointless fluff. As is the open world too, man, if ever a game didn't need that it's this one. All the dramatic moments just lose their impact because the game feels such a slog. I'm gobsmacked this trash has scored so highly.",3,2024-12-30,PLAYSTATION 5,user
ZYMROD,"No esta nada mal en comparación a FFRemake, pero a pesar de su apartado artístico el cringe que generan algunas situaciones le van quitando peso a las diversas situaciones o momentos fuertes de la trama. El juego fue una decepción porque se hace pesado por su gameplay, perdida de carisma personajes y sensación de aburrimiento por la repetición de cinemáticas que interrumpen el ritmo.",7,2024-12-27,PLAYSTATION 5,user
ryan49,미친게임 진짜한순간도 지루한 틈이 없는 내기준완벽한 게임은 이런거라 생각함 앙가가ㅏ가거가ㅓ가거거구구ㅜ구구구구구르구ㅜ루루루루루루ㅜ루루루룱ㄹ,10,2024-12-27,PLAYSTATION 5,user
skurt23,This game is amazing and one of the must-haves for ps5. The narrative is perfect and its combat system is one of the best ever made.,10,2024-12-27,PLAYSTATION 5,user
BalanceecnalaB,Squaresoft more worried of making you waste time logued in the game then actually having fun. Full of obnoxious mini games that arent fun at all.,1,2024-12-25,PLAYSTATION 5,user
The_Zarathustra,"This is a great game, ruined by dozens of hours of content that serve one purpose only: to make the game last longer. It's so bloated that many people (like me) won't be able to enjoy the few good parts the game has to offer. The sad thing is that the good parts are actually really good. But they're not prevalent enough to make the whole experience worthwhile. Unfortunately, I can say with confidence that I regret playing FF7 Rebirth because of these issues. So, let's start with the good: 1) The original story: this is, by far, the best part of this game. When it sticks to the original FF7, it's amazing, and can bring tears to the eyes of a long time fan like me. 2) The combat: it can be fun, but it's worse than FF7 Remake. As with everything in this game, the combat is bloated, excessively complex and the enemies are sponges that take too long to beat, all the while the windows of punishment are extremely narrow (i.e.: enemies stay staggered for a few seconds only). Now, let's talk about the worse parts of this game: 1) Side quests: I feel like SquareEnix simply does not know how to design side quests. Almost all the side content is shallow, tedious and unnecessary. It's really bad. They did try to create meaningful side quests and characters. But after playing games such as The Witcher 3 and Baldur's Gate 3, it's clear that SquareEnix needs to evolve a lot in this regard. If you hated FF16 side quests, then you'll hate FF7 Rebirth — and vice-versa. It's a SquareEnix issue, unfortunately. 2) Mini games: there are tons of mini-games. Tons. While some are fun, most are shallow, tedious and unnecessary. The problem is that some of them are mandatory — and they are the worst ones. You will remember this when a certain ""throw the box"" puzzle halts your progress. 3) Controls and navigation are clunky and unpleasant. Often times I felt like I was unable to properly control my characters, in and out of battle. 4) The open world: SquareEnix adopted the dated, obsolete Ubisoft open world model. There are towers, there are icons with side activity (that are really bad, as I mentioned before). Don't get me wrong, this model can work, and Ghost of Tsushima is proof of it. But this is nothing like it. This is a bland, empty open world with tedious side content. So, to sum it up, FF7 Rebirth is a bloated, unnecessarily long and tedious game, that will leave you angry because there is actually an amazing main story, that is thwarted by the absurd amount of shallow and utterly bad side content. If you want to enjoy the game, skip almost all side content and you'll be almost fine. But do not pay full price for this game. It's not worth it.",4,2024-12-25,PLAYSTATION 5,user
let_p,"Massive open world. 130 hours of gameplay, and you never get bored. There's always a new mechanic, a minigame keeping you engaged. I just didn't understand some narrative decisions, Nomura's influence irritates me a bit.",9,2024-12-23,PLAYSTATION 5,user
tim9736,"It should have been the 2024 GOTY. The game is incredibly rich in content (a MASSIVE open world), technically impressive (no bug during my 100 hours of gameplay), the reunion of a mythical story, and more. The only bad point is the presence of too many mini-games and the fact that the player is constantly evaluated (score assigned) which can be frustrating.",9,2024-11-02,PLAYSTATION 5,user
Ownski,Long time fan of FF7 and love that they're remaking this great game! Story and graphics are amazing and unique. The only thing I hated about this game is all of the stupid mini games. Next game please keep these optional and not as a part of the main story line (ie Queens Blood). I didn't buy this to play mini games but to experience the epic story that is FF7.,7,2024-12-21,PLAYSTATION 5,user
Tommeke35,"Loved the game. There is so much to do, but sometimes a little to much. Still one of the best games this year",9,2024-12-21,PLAYSTATION 5,user
spiceice3000,[SPOILER ALERT: This review contains spoilers.],2,2024-12-21,PLAYSTATION 5,user
adeza,"Amazing soundtracks. Amazing graphics. Amazing gameplay. Fun mini games ( a LOT of minigames ). I love all the characters. I love seeing their relationships grow. And love seeing their character development. I always wanted to play this game, since I was a teen. But the graphics ( original game ) were too old. I'm glad I'm able to experience this beautiful game.",10,2024-12-20,PLAYSTATION 5,user
KeganX1,"Amazing game! I’ve never felt such anticipation before for a game, and it definitely lived up to the hype!",10,2024-12-20,PLAYSTATION 5,user
yousifalraheem,"Easily one of the best games I've ever played. The difference compared to 7 rebmake is mind blowing. I can only imagine what the 3rd installment would be like. Where do I start, the open world is expansive and filled with lots of fun things to do, surprises at every corner. It's one of these games where if you do the side quests you'll be rewarded with more than just loot. I loved every bit of it, I did not expect tot like this game this much. The writing is great, the characters feel real with different motives and influences. I've read some reviews complaining about the mini-games. This game is built on mini-games, that's what makes it ever changing. There is silliness in some parts, but it's intentional and it's funny. Going through this game feels like playing multiple games all at once. If that's not appealing to you, maybe this game isn't for you. Take Queen's Blood board game as an example. You can totally ignore it, but if you don't there are plenty of surprises and twists. It's progression is a story by itself. If you can keep an open mind with all the side quests and mini-games, it'll definitely grow on you. Make sure to play the first one first (FF7 Remake) since this is a continuation on that story.",10,2024-12-19,PLAYSTATION 5,user
