reviewer,review_text,rating,review_date,platform,reviewer_type
NianB_08,"NieR: Automata è un gioco meraviglioso tra gameplay, storia e ****, il gioco sorprende sempre come la sua meravigliosa art direction",10,2024-11-29,PLAYSTATION 4,user
cesargalvez,Obra maestra. Por favor pásate todos los finales para que veas verdaderamente como se desencadena la trama.,9,2024-11-24,PLAYSTATION 4,user
vegemitesanga,"This is more than just a game. The story and narrative it tells is so moving, and so deep that it really makes you think. I couldn't stop thinking about it for days after I finished playing. 10/10 highly recommend",10,2024-11-19,PLAYSTATION 4,user
Abitbol,More than a video game Nier Automata is an heartfelt work of art. Masterpiece 20/10,10,2024-09-27,PLAYSTATION 4,user
JunperoH,"Not a horror game, but on my 3rd run, I was all goosebumps and shivering like crazy.",9,2024-08-31,PLAYSTATION 4,user
Big_Boss23,اللعبة جبارة من جميع النواحي عدا التكرار بالكومبوهات لكن ميزات اللعبة الأخرى غطّت على العيب ولم تجعلني اشعر بالملل اثناء اللعب الموسيقى الهائلةوتزامنها وانبثاقها الدقيق مع شكل العالم ونوع الحدث شيء لايوصف وكان في غاية الروعة والجمال اما عن القصة فكانت مدوّية وصادمة يجب على كل شخص يريد ان يلعب العاب هاك اند سلاش ان يجرب هذه . اللعبة لأنها تحفة فنية بحق,10,2024-08-19,PLAYSTATION 4,user
Fade_1187,A special game with good character design and very very good story and enjoyable side quests,10,2024-08-18,PLAYSTATION 4,user
NoctisMR,"Jogo do caralho. Eu fiz 100% dele. Explorar nesse jogo é muito bom. Você vai descobrindo pedacinhos da lore. A caverna que o Emil mora, foi uma das explorações mais únicas que eu já fiz em toda a minha vida. A vibe daquele lugar, com aquela música, puta que pariu. A história é muito boa. Os personagens são muito bons. Se você for jogar, jogue todos os finais. A lore só é verdadeiramente compreensível desse jeito. A primeira vez que eu joguei, eu só joguei a Ending A. Graças a deus, eu voltei e terminei o resto.",10,2024-08-14,PLAYSTATION 4,user
spott904,"NieR:Automata is a game I absolutely love. The story is captivating, and the music is beautiful, adding a lot to the overall experience. I also really like the character design, which is unique and well-crafted. This was my first game disc for the PS4, and it left a lasting impression on me. The combination of story, music, and design makes it a truly memorable game.",10,2024-08-03,PLAYSTATION 4,user
palaceguard,"If i could give decimal point scores NieR:Automata would be a 9.5 so i am just going to round it to 10 . The reason its not a 10 is cause of the gameplay, its really bland but NieR isn't meant to wow you with stellar gameplay thats just how Yoko Taro makes his games which you can see in drakengard and the original nier. Although its fun and flashy and extremely satisfying to dodge,everybody whos played knows that its repetitive and the weapons do the same animations depending on the type. Other than that little inconvenience which is easily looked over everything else is a high 9 and 10. The story is phenomenal,an easy 10, the amount of detail and quality writing in this game is something to really appreciate. The music is heavenly, NieR has easily the top 3 best soundtracks oat. The characters are great and their development is done really well. The open world is decent but not really big, but it is really interesting. Graphics aren't the greatest but this game was made in 2017 for the last generation of consoles and PCs, they're good enough but if they remaster this game with modern final fantasy level graphics it would easily be goty nominee. The amount of subtle differences in every new playthrough that really emphasise the references to philosophy is done perfectly. The ending is one the greatest endings ive ever witnessed. And the amount of nostalgia from the previous NieR in this one is just really nice. Overall this game is a must play,most will never even touch this game because of how different it is to the typical AAA title but thats what makes this game a masterpiece.",10,2024-08-01,PLAYSTATION 4,user
FrancisWoodly,"Yoko Taro delivered an creative masterpiece here, no doubt about it.2B and 9S are also great charackters and iconic videogame charackters for sure. But the graphic and gameplay alone is for 2024 not really great tbh. You also have to be in the right mood to play this game because of its really depressing and melancholic theme.",8,2024-07-03,PLAYSTATION 4,user
Kiarika121,I love the characters and the world building. The story is fantastic and emotional too and has a deeper meaning behind it. Combat system is fun. The only problem I have is the fact I have to play it 3 times fo get the real ending of the game and 2 times the exact same thingfrom the sight of 2B and then of 9S. There are some tiny differences like the hacking thing but it's the same story and kinda is annoying to have to go through it again. It gets a bot better by the fact that this story is playable in around 12 hours. But I would have liked a longer main story in one playthrough instead!,9,2024-06-06,PLAYSTATION 4,user
Angelsg1,"Una de las mejores experiencias que e tenido y uno de los finales más increíbles que haya experimentado en un videojuego, junto a su hermosa banda sonora, todo eso es simplemente NierAutómata.",10,2024-05-29,PLAYSTATION 4,user
Viktorr_Odinson,"Jogo espetacular, um dos melhores RPG que eu já joguei, o universo de Nier é complexo e vasto, os personagens possuem profundas camadas que aos poucos a história nos mostra. A Gameplay também é muito fluída, ótimo combate, as Boss Fights são emocionantes. O jogo visualmente também é muito belo e impressiona pela fantástica direção artística. É um jogo quase perfeito se não fosse por alguns problemas. Nier Automata se vende como um jogo Mundo Aberto mas é extremamente linear e com pouquíssimas opções de exploração ou de missões secundárias. O jogo no PS4 tem alguns problemas de desempenho também, principalmente com quedas bruscas de Frame Rate e travamentos. O que me causou um pouco de desconforto e me impediu de ter uma experiência perfeita. Por isso não vou dar nota máxima, mas as qualidades do jogo se destacam muito mais que os defeitos, ainda é um grande jogo e recomendo demais, excelente RPG com uma história muito envolvente e personagens carismáticos. Um adendo: A trilha sonora é muito boa e tem no Spotify. Recomendo ouvir o álbum inteiro.",9,2024-05-15,PLAYSTATION 4,user
bbbser,"good music, act, story, character design, art, stunning true ending, some may cry a little.",10,2024-05-06,PLAYSTATION 4,user
Elronas,"Obra magna de los videojuegos, que barbaridad. Yo creo que si no es la mejor banda sonora en la historia de este medio está ahí",10,2024-04-23,PLAYSTATION 4,user
johnisthelala,"This is my favorite game of all time. Writing is amazing and deep, graphics are still great, and the gameplay is second to none",10,2024-04-16,PLAYSTATION 4,user
Daylas,Ce jeu est vraiment incroyable. Il m'a surpris de nombreuse fois dans sa narration et est assez poussé dans sa réflexion concernant les Androïdes/robots et leurs émotions. Accompagné d'ost sublime qui rendent le tout poétique ou épique à souhait. Une très belle découverte.,9,2024-02-13,PLAYSTATION 4,user
nongamefish,[SPOILER ALERT: This review contains spoilers.],9,2024-02-10,PLAYSTATION 4,user
Sr_Bue_Bue,"Hacía mucho tiempo que no jugaba a un juego japonés, lo mismo con un RPJ. Decidí jugar por su diseño artístico, que me llamaba mucho la atención, y por su jugabilidad, que me recordaba mucho a otro juego que me gusta mucho, Bayonetta. Al principio estaba muy perdido, ya que muchas cosas me resultaban raras o crípticas, sobretodo la forma de mejorar al personaje protagonista. Pero no dejé de jugar, algo hacía que quisiera continuar. La música, la historia, lo dinámica que es la jugabilidad, el universo del juego, todo me encantaba. Sí que es verdad que cuando me pasé el juego por primera vez, y vi lo que hay a continuación, al principio se me hizo cuesta arriba, pero conforme pasan las horas, ves que cada vez vale más la pena continuar, especialmente cuando comienzas la tercera partida. Ahí fue donde el juego me atrapó por completo. No es un juego perfecto, no tiene los mejores gráficos, muchas misiones secundarias no importan mucho, te hacen caminar de un lado a otro más de la cuenta... pero aun con todo eso, me lo pasé muy bien. Tiene momentos e historias que me parecieron brillantes. Únicas. No esperaba que me fuera a gustar tanto. Me declaro fan de Yoko Taro.",9,2024-02-06,PLAYSTATION 4,user
Gallium,"Truly a great game. There are one or two parts of this game that when I think about them, my heart THROBS in pain. This is how much this game naisl being emotional with success. This could have been a 10/10 but I remove 1 point for the robot protag to be dressed as a robot maid. Why? This is truly unfait to the character,a thirst trap that removes from the rest of the game. I also remove another 1 point for having to chain the game content so many time. It's genius in most part, except when you just need to redo entire parts of the game you already did with no change at all. This parts were boring. Story is good. Characters, revelations, plot reveals, these are great. Then you finish the game, and it propose to you an interesting New Game+. With some original content. This is nice. Then you finish again, and this time you have another New Game+ with only original content that is incredibly painful in an emotional way. God this game made cry. Why does the robot protag of an heart-wrenching master-piece is dressed as a slutty maid? This shouldn't have been!",8,2024-01-21,PLAYSTATION 4,user
Big_S_Online,"This is one of the greatest - if not the best - games ever created. The story is intriguing and immersive; the combat is incredibly smooth and challenging to an accurate level of the difficulties; the characters and world is terrifically developed and I have replayed it many times (which is a must), but also come back to it at numerous occasions. In addition to this, the soundtrack is, in my opinion, the best video game soundtrack of all time.",10,2024-01-05,PLAYSTATION 4,user
PyroRaider,"The combat is a bit finnicky and unsatisfying, with even worse writing & voice acting. The design choice of the main character is also questionable, and it seems like this was one of the selling points, which is definitely not a good thing.",6,2023-12-18,PLAYSTATION 4,user
Haannss,"The story is very original, interesting and captivating, and the various endings make it even better. The graphics are ok without surprising, while the OST does surprise due to its excellence. The gameplay offers alternatives, it might not be the most memorable but at least the characters add various strategies. The great downside comes with the game not autosaving, nor offering the possibility to save in a whole mission. Add that to the possibility of crash (happened 3 times and had to restart, playing in 2023) and you have the killer combo to waste your time. And it wasn't necessary for this game. A true pity. It really needs to be fixed.",5,2023-11-06,PLAYSTATION 4,user
AlanJay,"I love everything about this game! Also, the soundtrack is god-tier!",9,2023-10-20,PLAYSTATION 4,user
Filixi,"juego con un mundo lleno de cosas que hacer, combate EXCELENTE historia algo repetitiva pero intrigante y personajes a los cuales les coges cariño, con un final PERFECTO!",10,2023-10-15,PLAYSTATION 4,user
Nyeoni,"Nier: Automata has sort of a messy narrative style, comparable to that of Quentin Tarantino. On my first play through, I felt like I had a vague understanding of the plot but nothing more. It isn’t until you play through the final route of the game that the tangled web of plot points start to connect in quite a profound way and you realize the message was right under your nose the whole time. This game draws influence from real-life existential philosophy, and this might fly under the radar if most of the characters weren’t directly named after the famous philosophers who proposed those questions. It is the type of game that relies on the immersive and interactive nature of its medium to properly convey its message. In other words, if Nier: Automata were a film, book, or tv show instead ****, the story’s impact would be lost. I encourage everyone to play this game and go in completely blind like I did.",10,2023-10-02,PLAYSTATION 4,user
Timothy927,7/10,7,2023-09-25,PLAYSTATION 4,user
jkwon24,"The story of this game was pretty confusing at first, but nonetheless I had a lot of fun. The combat was pretty great, and the character designs are really awesome. The highlight of this game was definitely the music. There are many different endings, and I thought each of them were really great.",9,2023-09-19,PLAYSTATION 4,user
OMIbiswas,Become As Gods Become As Gods Become As Gods Become As Gods Become As Gods Become As Gods Become As Gods Become As Gods Become As Gods Become As Gods,10,2023-08-17,PLAYSTATION 4,user
Alex_Pilgrim008,"Nier Automata was one of 2017's best action games. Developed by Platinum (Bayonetta, Vanquish), it's a blend of hack 'n slash and bullet hell gameplay. Featuring an involving story, a desolate world and evocative music, it's comparable to Shadow of the Colossus. You play as 2B, an android warrior tasked with neutralizing rebellious machines. If there was ever a Final Fantasy game directed by Hideo Kojima, then it be like this. The Game of the Yorha Edition includes extra skins, avatars, a theme and DLC. ""Automata"" has plenty of action, but isn't perfect. It has stuttering issues, only a few tutorials and unhelpful map. To finish the story, you need beat the game three times!. Overall, this is a terrific game. I would rate it with a 9 out of 10.",9,2023-07-27,PLAYSTATION 4,user
Dom007,Best game I've ever played. Has the best soundtrack and story I've ever seen in a game. Combat is fantastic as well.,10,2023-02-25,PLAYSTATION 4,user
VoltageYTW,"Game is amazing, love the 2D parts, 2B is a robot killing machine and i love the combat animations, story is good.",10,2023-02-14,PLAYSTATION 4,user
nfs7379,10/10........................................................................................,10,2022-08-30,PLAYSTATION 4,user
martinho_99,"+ astonishing 3D level design and camera angles + nice voice actors in original japanese audio + feels like playing an anime, especially combat + cool retro style arcade shooting parts + interesting mixture of different genres and fighting systems (3D vs 2D) + impressivly deep story with lots of philosophic backround + no bugs or graphic errors + amazing very long fighting sequences + outstandingly creative ideas and gimmicks (like in menu, settings, the joke endings, Ending E) + great art style and animations in most moments - sexist design of 2B and A2 in contrast to their well written strong female characters - combat often reduces to dodging and button smashing, learning the moveset of enemies is mostly not necessary as well as choosing a particular move of your character, the moveset of enemies is too repetative and easy to foresee - the music is nice but too intense after a while - sometimes lazy or bad animations like water surface or climbing stairs - route B is a bit too much like a boss rush of the same bosses you fought just a few hours before (when not doing sidequests) Overall a very unique gaming experience with lots of love for little details. A real must play!",9,2022-08-17,PLAYSTATION 4,user
Xsss,"Deeply affecting story, world building and musical score…. however the gameplay can get a little stale.",9,2022-07-27,PLAYSTATION 4,user
MetaHadCon,"Simply put, it’s great. Very fun with an unique and great story + great visuals. Highly recommend!",10,2022-07-18,PLAYSTATION 4,user
Kariko22,"One of the best games i have ever played. After achieving all endings, i couldn't pick up another game for weeks.",10,2022-06-11,PLAYSTATION 4,user
Jollyolfun,"I absolutely love NIER: AUTOMATA. It's gameplay is replayable and satisfying, there's a lot of side content. Only bad thing I can think of is that the story is essentially a carbon copy of the original Nier.",8,2022-03-16,PLAYSTATION 4,user
Strop77,What a let down. Kept expecting the game to get better after hearing so many people say how great it is.,1,2022-03-06,PLAYSTATION 4,user
ExquisiteDust6,"Nier Automata it's a great, intriguing story filled with great music (it's literally one of the best game soundtracks I've heard), but not in the best shell. The art design is pretty good, but the technical part is pretty badly executed. This is due to the small development budget. If you are ready to put up with and turn a blind eye to certain roughness of technical performance, then this video game will definitely give you emotions and make you think about some things. Many thanks to Yoko Taro and his entire team.",8,2022-01-15,PLAYSTATION 4,user
TediPik,"The music was literally the only reason I finished the game, as the story in route C (which was supposed to be ""godlike"") turned out to ****. The philosophy was supposed to be ""out of this world"", in truth the philosophical motives discussed during the game were high-school level, aside from the fact that they were investigated into at a very superficial level. Is this game mostly played by kids who are only now being introduced to the thoughts and works of Nietzsche and the like? Because it sure as hell looks like it. The game may give you a feeling of emptiness and depression after beating it, but that’s about it. I was hoping for a “transcendental journey” and “deep reflection on the condition of modern humanity”, but I didn’t get to experience anything which would even remotely resemble the ubiquitous praise and high esteem perpetuated by a number of players. Pushing yourself to finish the game if you don’t feel like playing it is a mistake. Believing players that you should force yourself to finish route B, which has some major faults in game design, only to proceed with the story, is a mistake. Don’t get me started on combat mechanics, graphics, etc., as the game falls short in this department as well. In my particular case, it’s over 20 hours down the drain.",1,2022-01-13,PLAYSTATION 4,user
B00tador,"A game greater than the sum of its parts, the longer you play the better it gets.",9,2021-12-05,PLAYSTATION 4,user
50v,"this game provides a new open world game experience, combat against bosses is very good and also with music being served against bosses it becomes very epic, and the graphics in this game are very good",10,2021-10-02,PLAYSTATION 4,user
Haughtman,"This game is a must play for anyone who loves a meaningful, thought provoking, and emotional story in a video game with great gameplay. Nier: Automata deconstructs existentialism and nihilism in more effective ways than even the Blade Runner films. Not only do you constantly learn more vital information to the story’s themes throughout the playthrough of endings A-E, but the emotional impact of this information only grows stronger. The more you play the happier the lighter moments are and the sadder the heavy moments are, as nothing grows stale throughout its long playtime (around 30 hours to complete endings A-E). Even the side quests add so much meaning that I’m surprised some aren’t mandatory. The design of each element of the game feels purposeful, like the upgrade chips you install into your android protagonists, the legitimacy of fast travel using new bodies, and the different types of gameplay that ranges from third person hack-and-slash to retro shoot ‘em up. On top of all this, the game's soundtrack is without a doubt the best I’ve ever heard. Even if you don’t like the gameplay for whatever reason or the heavily philosophical story doesn’t resonate with you, the soundtrack is one you’ll want to listen to on repeat. This game jumped into my top 10 favorite games of all time and I have no doubt in that decision.",10,2021-09-29,PLAYSTATION 4,user
lolicow,Not a decent action/ARPG game. Demo has about 75% action content of the entire game.,0,2021-06-17,PLAYSTATION 4,user
LeonKn,"Wow! I am blown away by this game.. It's epic story, music and characters reminds me of the glory days of Final Fantasy but it is also backed up fast, fun and engaging fighting that never gets boring. I did not expect this game to be as creative, magical and just so damn good.. But it really is! 10/10",10,2021-05-28,PLAYSTATION 4,user
KayVen17,"Ein wahres Meisterwerk. Ich saß so oft mit offenen Mund und Tränen vorm Fernseher. Fast alles, was ich in Nier Replicant kritisiert habe wurde in Automata verbessert. Das Kampfsystem ist einfach hammer. Der Soundtrack wurde übertroffen. Das Backtracking wurde zurückgefahren. Wenn ich irgendwas kritisieren müsste wäre es höchstens, dass 2B und 9S nicht an die Nier: Replicant Garde ran kommt. Das wäre, allerdings Meckern auf Hohem Niveau. I love it.",10,2021-05-09,PLAYSTATION 4,user
Rcldidilelou14,"Trés grande surprise que ce Nier Automata ,je ne l'ai pas vu venir. Les Japonais font des jeux venus d'ailleurs également.",10,2021-05-03,PLAYSTATION 4,user
djdizzy,"This is a fantastic game, I’ve never played anything quite like it. It’s predominantly a hack & slash but it changes into a 2.5D shooter, 2D fighter, twin-stick shooter and a couple variations of bullet hell shmup. The gameplay is tight and lots of fun for all of the genres that it becomes. That tight gameplay comes with RPG elements (upgrades) as it progresses. The music is outstanding and some of the best I’ve heard in a game. All of these elements are wrapped in an outstanding, deep story. I’ve never come across a game that incorporates these styles of gameplay with strong story-driven elements. In fact, I’ve never played a game with a story like this. While this game isn’t for everyone (nothing ever is); nobody can deny that this is a standout title. The graphics aren’t the best but they’re not bad. There is some texture pop-in at times and the world is barren. But the barren world is fitting to the plot as well as the vibe of the game. I can’t recommend this game enough. Now for the negative about the DLC (Game of the Yorha Edition): The first issue is that the DLC doesn’t come in the actual game. It comes with a download code that you must then register and download the DLC for free. The second issue is that I’m not sure how to unlock the extra outfits. However you do that in the game, I haven’t figured it out yet. So unfortunately, this edition is crap.",9,2021-04-25,PLAYSTATION 4,user
fcarreira10,"It’s a masterpiece, on the JRPG genre no one is better than this game. An unique experience, a pure pleasure to play. It’s definitely one of the best games of all times in a handful.",10,2021-04-10,PLAYSTATION 4,user
frostfirestang,Awesome! Beat it 3 times to get the full story! 2nd time is from a diff perspective and 3rd is new content!,10,2021-03-05,PLAYSTATION 4,user
Miragee,"NieR Automata her yönüyle çok başarılı bir oyun. Gerek kombat mekanikleri, gerek hikayesi, gerek müzikleri, gerek sanat tasarımı. Her yerinden başyapıt olduğunu hissettiriyor. Oyun oynamayı seven herkesin mutlaka ve mutlaka oynaması gerekiyor.",10,2021-02-21,PLAYSTATION 4,user
Vicente04,"Un juegazo muy original con gran historia, jugabilidad y la mejor banda sonora de la generacion. Las misiones secundarias y los graficos flojean un poco, pero por lo demas es un gran juego",9,2021-02-21,PLAYSTATION 4,user
Resident6454,Este es un gran juego de acción basado en RPG historia y música excepcional,10,2021-01-13,PLAYSTATION 4,user
burnerslitaz,"You haven't seen such a thing since the days of Xenogears or Xenosaga, fantastic the best jrpg ever",10,2020-12-13,PLAYSTATION 4,user
LunaresArienal,"Long story short, I might have missed what most people seem to really love in that game. The music is fantastic (the one in the desert or in the parc are demented). The atmosphere is really breathtaking. Narration is very complex and brings tons of different angles as the story unfolds. Combats are really dynamic and generally fun. The gameplay changes several times during the game and really add to the fun. There also are some great easter eggs I loved finding. And, that's it to me. The game suffers a lot of really serious issues to me that kind of ruin the fun and don't really compel me to come back to it. Some of them would be * Really boring, fedex side quests. Most of the side quests are just ""go fetch that on the other side of the map and come back to me"". Although they have a strong narrative content as well, the actual quest is just roaming through the map, again and again and again. * That map. Let's talk about it. It's huge and really impractical. There are tons of roadblocks, complicated paths to take. I can't even guess how many hours I spent just trying to run from point A to point B on that map. * The UI is generally bad. Although there are some brilliant features to the UI when you - as a machine - are in a dire state, when you are playing normally, the mini-map is absolutely unreadable. The points of interest and quests are very hard to find. You can't turn on and off the quest locations. The games feels very old in that way. * Combat. I know I said it was fun and dynamic. But at the end of the day, I've done most of the game using the same weapon, pod, build and special. I would have loved to have the game incentivize the variety of playstyles, with foes resisting a type of weapon or ... i don't know, prizes ? Finally I would have to say that the story itself it kind of unsettling. I know that's part of what Square Enix did. And they did it fantastically well, which is a strong suit of the game. But man do I like feeling that bad as I discover more of the story ? Not sure.",6,2020-12-12,PLAYSTATION 4,user
wangweixun,The BEST OST of all time. I am still listening to its music a year since beating the game. Did I mention the story is a master piece too?,10,2020-12-07,PLAYSTATION 4,user
Cloudy83,"Uno de los juegos más sobrevalorados que he podido probar. Gráficos desfasados, combate aburrido que consiste en machacar botones prácticamente, una historia que no me aporta nada que no haya visto ya, la música si me parece buena. Drakengard ya me pareció un juego bastante regulero y este pues igual.",5,2020-11-29,PLAYSTATION 4,user
CanisTomek,"Nice game I played some time ago, enjoyed it pretty much. Nothing much else to say.",9,2020-11-16,PLAYSTATION 4,user
DanielxDaniel,"A máster piece. Extraordinario juego, una obra maestra de principio a fin. De hecho es un juego extraño donde los gráficos no son sobresalientes (no lo necesita) pero si el sonido. No cabe duda de que la construcción de los personajes también es extraña pero eso le da más atractivo. La jugabilidad, la historia y el final son 10/10. Hasta los personajes son geniales, te puedes encariñsr con ellos. Uno de los mejores juegos que he jugado en mi vida.",10,2020-10-27,PLAYSTATION 4,user
Bababobie18283,"Gehört absolut zu meinen Favoriten. Ich liebe dieses **** Story finde ich mega genial und hab es 3 mal durchgezockt und die verschiedenen enden zu sehen. Viele beschweren sich weger der Grafik was ich sinnlos finde, da die Geschichte und das gameplay alles wett macht.",10,2020-09-20,PLAYSTATION 4,user
ChiChibisu,"This game is absolutely insane. The all in all package is even more great. I can’t write a full review without going into too much detail and wasting everyone’s time. All I can say is, I can’t recommend this game enough.",9,2020-09-01,PLAYSTATION 4,user
Ninonino,"This game is awesome. Beautiful music, great story, excellent character. Taro Yoko is the man and genius.",10,2020-08-04,PLAYSTATION 4,user
Zetsky,"Best game i ever played, the gun goes boom, the android goes blast blast, unique gameplayyy",10,2020-08-01,PLAYSTATION 4,user
Heisengerm,"Nier: Automata is an interesting game that I would highly recommend to anyone that wants to experience the full potential of what the video game medium has to offer. It's difficult to explain exactly what I mean by that sentence without ruining the experience, so if you have the chance to try the game out, I strongly suggest you do so. If you go in with an open mind, you may come away from Nier: Automata with a new and interesting perspective on things. But even if this game doesn't move you, I think you'll still have a good time.",8,2020-07-31,PLAYSTATION 4,user
Zeph93,"This is a sprawling open world game, packed with places to explore and secrets of the past to unravel. The story is stark, and compelling enough (though not as 'deep' as some reviews here would lead you believe) to make you want to see the game to its conclusion. The score is also fantastic for the most part, which helps draw your attention from the bleak settings. However, therein lies the main problem. To get to the 'true' ending, you have to play this game 3 times from different character perspectives. What's different between these characters? Not a whole lot, to be honest. This would be more forgiving if the areas you have to trawl through repeatedly aren't so bland and devoid of life - literally. In this apocalyptic setting, you fight robot organisms with very little in the way of variety. Bosses are standout moments from a design point, but typically devolve into an odd combination of bullet hell, and bullet sponge. If you are a completionist, expect to spend a lot of time farming the same roomful of enemies ad infinitum for the hopes rare materials will drop for upgrades. This game would have benefited greatly from more unique story paths, or greater variation in play styles of the characters. Instead, expect to feel burn out around the halfway mark from the sheer repetition and the question; while the future may be bleak, must it be so boring?",6,2020-07-30,PLAYSTATION 4,user
BulletAnt,"Such a unique gaming experience. The game is a mish-mash of various genres in terms of gameplay, which works faily ok, but the beauty in this lies with the story and the atmosphere. It''s a Sci-fi story with multiple layers of complexity. The soundtrack is absolutely stella and a major selling point here too. Highly recommend for gamers looking for a deeper experience in terms of storytelling. The gameplay and open world is decent but not perfect.",9,2020-07-26,PLAYSTATION 4,user
RockoM,"Great gameplay, combat system is fantastic, wonderful story, incredible soundtrack. A must play for sure, should rank higher on the best PS4 games list. Another game that will leave a sense of emptiness once completed - you will miss the characters, the music... Wont be easy to find something else to fill this void.",10,2020-07-23,PLAYSTATION 4,user
Shimomura,[SPOILER ALERT: This review contains spoilers.],10,2020-07-22,PLAYSTATION 4,user
Rozen_Knight,[SPOILER ALERT: This review contains spoilers.],9,2020-07-18,PLAYSTATION 4,user
PeterShahan,"a very good and surprise game the story , game play and sound track are amazing",10,2020-07-14,PLAYSTATION 4,user
Vaeu,[SPOILER ALERT: This review contains spoilers.],10,2020-07-09,PLAYSTATION 4,user
aramx,"This is probably the most underrated games of all times. I have enjoyed every single second spent in this unbelievable Universe which is a brilliant mix of Isaac Asimov, Arthur Clark, The Holy Bible. You MUST complete at least the first 3 parts of the game in order to reveal all the secrets and deep philosophy of this unbelievable world. THE BEST GAME EVER.",10,2020-07-08,PLAYSTATION 4,user
CraZyMIX,"A game like no other. The story is deep and engaging, the gameplay is fast and stylish, the music is out of this world, and the semi-open world is breathtaking. This game also features a lot of unconventional design choices that are very surprising and like nothing I've ever seen before, but they are sure welcoming surprises.",10,2020-07-07,PLAYSTATION 4,user
Frank7,"One of the most wonderful games around. Deserves so much more attention than it gets. Wonderful music, profound story & incredible gameplay. If you're reading this. Buy this game.",10,2020-07-01,PLAYSTATION 4,user
dr0nzer,"Firstly, a 2017 release - graphically does not hold that great in 2020, however the gameplay mechanics still do and are astonishing, i was pleasantly surprised and impressed many times over, the entire system is seamless, the boss battles are some of the best I've ever experienced, so many layers, so much depth..... so many phases! There is so much replay value if that's your thing, it's a game that actually encourages you to in order to see the other endings. The music/soundtrack compliments the action so well, I personally didn't understand the story... nor did i really care for it, I've only done one playthrough and I won't be doing another. I do feel this game is overhyped though.",7,2020-06-28,PLAYSTATION 4,user
PIANTOM4R,Not a good game the frames are not the best hhshusushejjdjdjdjjdjdjdjdjididk,0,2020-06-26,PLAYSTATION 4,user
Tonarestriga,Normally I would put a pros and cons in my review but honestly I loved everything about this game so I am only going to list my one singular con. Con:I absolutely hate the map in the game. This game is set in the far flung future and even now we have better mapping technology than they tried to put in this game. For the love of all that is holy fix the mapping functionality in the next game.,9,2020-06-24,PLAYSTATION 4,user
