reviewer,review_text,rating,review_date,platform,reviewer_type
iamrutra,"Masterpiece!This game makes you feel like the whole world is set against you. Every enemy, every battle is a test of your will. But after defeating the next boss, you feel a wave of euphoria and calmness. You realize that the main thing is to move on. And even if there will be mistakes, falls and new attempts ahead, you realize that becoming a Lord is possible.This game is a reflection of life. It gives you hope and reminds you: “The unburned are always looking for embers”. If you haven't given up yet, victory is definitely ahead.10/10. A true masterpiece for those who are not afraid of challenges.",9,2025-01-01,PLAYSTATION 4,user
ridcu,"The difficulty of the game is what makes its so good and it teaches the player to adapt a learn, there is of course some parts of the game that is a little annoying like the swamp",9,2024-12-31,PLAYSTATION 4,user
pmart28,"Dark Souls 3 is the final piece of the Dark Souls trilogy, and I can confidently say it is the best of its kind. This is also my favorite Out of the 3 games, and the DLCs themselves are 10/10 as well. This game has the best bosses, soundtrack, and graphics out of the trilogy and concludes the story nicely.",10,2024-12-30,PLAYSTATION 4,user
ShogunMorty,Just a masterpiece in combat and atmosphere ! If you enjoyed Elden Ring consider this its little brother who manages to do a few things even better!,10,2024-12-29,PLAYSTATION 4,user
m0ty4,"The best part of the series, charming landscapes and the same incredible lore of souls",10,2024-12-28,PLAYSTATION 4,user
fake_nikpap,"The end of a series. I can say it's a very fitting end to one of the most memorable series in gaming. It puts things confidently into rest with both its DLC's and tying everything back to the other 2 games. Although it's a bit more linear than the other 2, it helps balance out the difficulty of its areas and also its bosses. This leads to some of the best boss fights in the series by far. I have to say that it's also the most beginner friendly with fast and responsive combat and clear and concise menus. Praise the Sun!!",9,2024-12-26,PLAYSTATION 4,user
icolegal,"i prefer the other dark souls than the 3 sequel, for any reason, but its aweasome game",7,2024-12-25,PLAYSTATION 4,user
Raknner44,Enemigos puestos estratégicamente para frustrar conuna dificultad ARTIFICIAL. Carece de coherencia el diseño de los escenarios junto con el posicionamiento de los enemigos. Simplementeno tiene sentido que se cobre por jugar esto.,0,2024-12-24,PLAYSTATION 4,user
Celebrimbor13,"simplesmente do melhor Dark souls 3. chefes memoraveis, cenarios maravilhos (menos farron keep) tudo que torna Dark souls um clássico está aqui.",10,2024-12-23,PLAYSTATION 4,user
Bigbossbalrog,"FROM's best game. It's better than Elden Ring, better than Bloodborne. Absolutely fantastic experience I love it!",10,2024-12-12,PLAYSTATION 4,user
Universe_s,"This game feels more like a missed opportunity than a cohesive experience. While its core gameplay revolves around defeating enemies, there’s little to no narrative to provide context or purpose. The lack of a compelling story leaves the experience feeling hollow, as if the sole objective is to overcome increasingly difficult challenges without any meaningful **** difficulty itself is more frustrating than rewarding, often relying on cheap mechanics rather than skill-based progression. Coupled with uninspired level design and repetitive encounters, it fails to capture the player’s interest or offer a memorable **** the end, this title struggles to find an identity, leaving it as a forgettable entry in its genre. It’s hard to recommend to anyone seeking depth or style in their gaming experience.",0,2024-12-08,PLAYSTATION 4,user
Sh4dowRoot,"Aproveitamento: 8 Dark Souls III é um jogo o qual se jogado pela primeira vez vai fazer você experienciar o sentimento de conquista diversas vezes, seja por derrotar um boss; encontrar uma área ou equipamento novo ou mesmo subir de nível. Do início ao fim você vai sentir como se estivesse evoluindo ou aprendendo mais sobre o jogo. Dificuldade: 10 A franquia é conhecida pela dificuldade, não tem como dizer que é um jogo fácil não importa o quanto alguém tente, mesmo no novo jogo +3 ou +4 você ainda terá dificuldades com bosses ou mesmo minions que já derrotou outras vezes em antigas runs. Gráficos: 7 História: 8 Jogabilidade: 9 Rejogabilidade 10 Trilha Sonora: 10",8,2024-12-05,PLAYSTATION 4,user
nirohero,"Weakest soulsborne game. It's the dodge-roll simulator boss rush personified. Dark Souls 3 lacks atmosphere, innovation, immersive level design, cohesiveness and is too fan-servicey. A lot of areas are reused assets from Bloodborne and some of the bosses are straight up bad. This game gets a good rep for its bosses but in truth there's 2 bad bosses for every good one. You can tell Miyazaki was forced to make this game due to the backlash of DS2 but he flopped pretty hard on this one.",4,2024-12-06,PLAYSTATION 4,user
Pedro02,10 Perfeito Tudo que um souls like precisa Fases muito bem construídas Grande variedade de inimigos Chefes sensacionais Trilha sonora sensacional Uma enorme quantidade de equipamentos História interessante,10,2024-12-01,PLAYSTATION 4,user
Mydra87,"Fromsoftware comeback after not so great Ds2 and nailed it ,i don't any game has better lineup of boss lategame when it starts from Dragon armour to Twin princes into Souls of cinder then probably best duo boss in FS game demon prince ,friede ,midir and Gael probably my favourite with Margit and Maliketh from ER",10,2024-11-20,PLAYSTATION 4,user
AwzaraXsh,"I was expecting more **** with a good review. The graphics and the physics are disappointing for a 2016 game. Worse than that, in spite of weak graphics, it is not optimized! As I compare this game to a similar game like Prince of Persia 2008, the combat is so simpler. It should have been more exciting. I give one score just because of the good environment. I also mostly see people play this game because it is hard but I would rather call this game a no-difficulty-option game instead of a hard game! There could be plenty more games that you can simply set its difficulty to the hardest and might become harder than this game.",1,2024-11-10,PLAYSTATION 4,user
AMillionNinjas,One of the greatest games ever made. A genuinely masterpiece. I do not need to say anything else.,10,2024-11-08,PLAYSTATION 4,user
tristanfroment,"previous to elden ring this was by far my favorite souls game. Really fun varied areas, great bosses, phenomenal music, the best dark souls game in the series by far.",8,2024-11-07,PLAYSTATION 4,user
Alve087IsAnIdi,Amazing everything it is ridiculous that anyone gave this game less than a 90%,10,2024-10-31,PLAYSTATION 4,user
LordGary,"I have played a LOT of games but this is by far the Greatest Of All Time, it really did change my life. Thank you Miyazaki my goat",10,2024-10-29,PLAYSTATION 4,user
Haktug,[SPOILER ALERT: This review contains spoilers.],10,2024-10-13,PLAYSTATION 4,user
Esencia,"Juegazo, zonas geniales, jefes divertidos, controles comodos, buen tutorial, no tiene ni una pega",10,2024-10-09,PLAYSTATION 4,user
cesar_spaziante,"PROS.: This game is amazing, I can't stop playing until the end. CONS: I didn't enjoy all the possible finals. Hope something more interesting for a hard game to beat.",9,2024-10-09,PLAYSTATION 4,user
Quentinho4,"Rien que parce-qu'il contient le meilleur boss de tous les temps (GAEL), mérite un 10.",10,2024-06-04,PLAYSTATION 4,user
WinglessOnion,"The best souls game and my personal favorite in the entire genre. Wished it got a remake or something cuz the only thing I feel like its lacking is its controls, it feels a bit clunky and old bz its an old game.",10,2024-10-01,PLAYSTATION 4,user
Dadgee,Le meilleur des 3 dark soul et de loin. L'ennemie le plus difficile sera votre camera si vous êtes un joueur console.,8,2024-09-21,PLAYSTATION 4,user
Mendiolov,"Cabe recalcar que es el unico dark souls que no me he pasado pero habre llegado a la mitad. Por lo que pude jugar es increible ambientacion muy buena bosses variados y divertidos y lo mejor de todo la historia sigue una linea recta por asi decirlo, es decir no te vas a perder.",9,2024-09-17,PLAYSTATION 4,user
a1g1m1,"Dark Souls III es el último juego de la saga Souls, el cual, desde mi punto de vista, ha sabido explotar todos los puntos fuertes de sus predecesores, y, junto con unos gráficos muy notables, lo convierte en una obra maestra. El único “pero” que le pondría sería que su diseño de niveles no es tan bueno como el Dark Souls original, pero pese a ello se puede disfrutar Y MUCHO",9,2024-09-12,PLAYSTATION 4,user
Rubyrouselim,"The only type of game genre created by miyazaki that can make your body,hand,feet felt cold,hot,fast breathing,pounding heart,chills,relieve(especially when landing the final blow)after beating the bosses(10-30 tries),many developer tries to copy the gameplay(not just the difficulties but checkpoint system,limited healing,etc)but the one created by miyazaki(fromsoftware developer)always have the most of that moment",9,2024-09-12,PLAYSTATION 4,user
NotGarcia,"Great conclusion for the Dark Souls franchise! Amazing bosses, Areas, and Music.",10,2024-09-09,PLAYSTATION 4,user
Urug,"An amazing game with hard but satisfying combat and great bosses. Would 100% recommend. It's also one of the easiest Soulsborne games, though, so if you've never played one (or if you have) pick up this game and you'll have a good time. And get either the Fire Fades edition or the season pass, because the DLC like Ringed City is so great. DS3 is a must play.",10,2024-09-07,PLAYSTATION 4,user
micbrabr,"Um excelente jogo, tem a melhor trilha sonora da história dos jogos, impressionando desde o início. A narrativa é um pouco linear de mais, mas consegue compensar isso com as melhores boss fights do gênero. Achei a historia melhor que o 2 mas pior que o 1, mas a conclusão foi bonita e poetica. A última boss fight, contra você mesmo do primeiro jogo, é realmente a coisa mais bonita que já vi num jogo.",10,2024-09-02,PLAYSTATION 4,user
hectordpazs,"juegazo, me gusto mucho este juego, esta lleno de todas las cosas que me gustan de from software y aparte de eso me gusto mucho el gameplay, mucho mas rapido y dinamico, juegazo",9,2024-09-01,PLAYSTATION 4,user
urubinho,very goof kdnfnfkdndjfdkxnfjidldxmjfkdslsmzmjfifldzmxnxnfjdkdkmxxnjfdkxmxnfjdkdmxnxn,10,2024-08-31,PLAYSTATION 4,user
Michelin0304,"Miglior capitolo della trilogia. Per quanto più ""semplice"" rispetto agli altri due, ha una cura per le boss fight che non ho mai visto prima. La storia è struggente e ogni **** si rende valoroso a suo modo. Conclusione degna di nota, che riesce a mettere la parola fine ad una saga leggendaria.",10,2024-08-30,PLAYSTATION 4,user
zigacesen,"Pretty good, 8/10 because of bad UI design decisions and technical issues (a lot of pop in textures):kick should be custom bindable and input buffering shouldn’t exist, camera should not be this bad in a game from 2016, the boss should not ever leave the screen, lock on system should be omni directional with further range and should work regardless of line of sight, also there should be an option to disable the R3 to center camera, nameless king and king of the storm should be 2 separate boss encounters and aggro range for mobs should be smaller. After two playthroughs the cracks start to show and the general clunkiness starts to get annoying. Why am i constantly getting knocked down by normal enemies? Why am i constantly getting interrupted when attacking? I swear in my 70h of playing my attacks got interrupted at least 10 thousand times. It really starts to just feel bad to play. Also non-boss enemy design is too fast with too many combos that do too much damage. You can easily get completely stun locked to death by just two-three enemies. Cant heal, cant move, cant attack… its happened like 20 times. It doesnt make the game harder, just tedious and annoying",8,2024-08-30,PLAYSTATION 4,user
NestorMakhno,There aren't any words worthy of singing the praises of this game. Must play.,10,2024-07-28,PLAYSTATION 4,user
Pajarito,camera bit stinky in some boss fights however flawless game other tha nthat,9,2024-08-23,PLAYSTATION 4,user
Mikeymo12,This game fixes so many of the problems with ds3 making it look like what could of been while taking a more linear approach,9,2024-08-17,PLAYSTATION 4,user
xXCrowolffXx,"i played this game, but I didn't like it, there are a lot of weapons, you can do builds, I didn't like the bosses, except for a few, the game looks good, but somehow after bloodborn, when I played it, it didn't attract me like the world of bloodborn ... everything all in all, the game is okay, it's a bit overrated",8,2024-08-08,PLAYSTATION 4,user
melihpros,"If we compare it with other souls games, ""DARK SOULS 3"" is definitely the best souls game ever. The game has smoother gameplay and character control than all other Souls games. You can jump as soon as you drink estus, and after taking damage, you can roll to wherever you want in a very short second. I'm not even talking about their music. The music of this game is definitely at an award-winning level. In addition, the fact that it is a sad work increases its level of memorability even more. I can say that it is the only Souls game that fromsoftware has made with care. Level designs and boss designs are already at a level that we can call art. Play this game, make others play it.",10,2024-07-29,PLAYSTATION 4,user
Gabahuah,Greatest game ever made Kn goddddddddddddddddddddddddddddddddddddddddddddddd,10,2024-07-23,PLAYSTATION 4,user
Erayyyy4,Dark Souls III is a masterpiece. Thank you miyazaki for this amazing game.,10,2024-07-18,PLAYSTATION 4,user
RanGom007,"Great game. I just finished going through the add-ons and it was a great experience. Sorry, but Elden ring is not even a match for classic souls in terms of passion for the process.",10,2024-07-10,PLAYSTATION 4,user
omgperslol,"Dark Souls III exemplifies perfection in action RPGs with its intricate world design, challenging yet fair combat, and hauntingly beautiful atmosphere. From its deep lore to the meticulously crafted environments, every detail immerses you in a rich, interconnected world. Combat is a ballet of precision and strategy, rewarding patience and skill. The sense of accomplishment from overcoming its formidable bosses is unparalleled. With stunning visuals and a haunting soundtrack, Dark Souls III is a masterpiece that sets the standard for the genre, delivering an unforgettable gaming experience.",10,2024-01-02,PLAYSTATION 4,user
RivaK,[SPOILER ALERT: This review contains spoilers.],3,2024-06-30,PLAYSTATION 4,user
Kolonpon,[SPOILER ALERT: This review contains spoilers.],10,2024-06-28,PLAYSTATION 4,user
Deathalchemist,"Um dos melhores jogos que já joguei na minha vida. Eternizei em minha pele, e alma, essa obra do mundo dos jogos. Dark Souls 3 sempre me chamou atenção, através de vídeos e reviews, jogo que te prende do inicio ao fim. Acredito que não seja muito difícil, mas com certeza muito desafiador para época e hoje, com os jogos que temos.",10,2024-06-27,PLAYSTATION 4,user
AdoMobA,"Pros - crisp combat that feels fair - the best boss design in Dark Souls - the Ringed City DLC only serves to elevate the game - massive amounts of build variety // Cons - way less interconnected map design - the only good thing about Ashes of Ariandel is the final boss fight // Being the third game, following what many people consider a disappointing entry and ending the Dark Souls series, DSIII had to stick the landing. We are all lucky it didn't just stick it. DSIII landed on its feet and decided to do cartwheels. Best boss design among the three entries. Massive weapon, armor and ring variety that allows for an unimaginable amount of builds. Combat that doesn't feel like two trucks trying to flip each other over. It does everything right. As to the previously mentioned boss design, it is goated. Nameless King and the Slave Knight are my two favorite fights amongst everything Fromsoft has ever released. Dancer, Pontiff, Abyss Watchers are iconic. The only bosses I would label as bad are Aldritch, Wolnir and Scat Tree. DSIII also does something that is not just rare for a Fromsoft game, it is very rare in media in general. It provided one of the most cinematic and mechanically engaging fights as the very final thing you engage in. And where Gale runs, Nameless walks. Both of them are so mechanically perfect, that dying to them truly feels like a mistake on my part instead of a wrong hitbox. Ingenious. Dark Souls III is the rare media conclusion, where everybody left satisfied at the end. If you have doubts about jumping in, just take the leap and experience one of the best products, from one of gaming's biggest darlings.",10,2024-06-25,PLAYSTATION 4,user
Kobe24Legend,This game was far better than an 89! C’mon now!! This game was easily the best game of 2016 and would give it 2016 Game of the Year while Uncharted 4 was my runner up. Overall score 10/10,10,2024-06-24,PLAYSTATION 4,user
Akugawa,Nameless Kingin hayatını sikiyim iyi günler. .,10,2024-06-21,PLAYSTATION 4,user
Ronthelover,Awesome game one of the best I'd say! I love it so much! I think they peaked here to be honest!,10,2024-06-15,PLAYSTATION 4,user
necrowizart89,"Controls **** cause not-responsive, story almost nonexistent, and generally speaking - nothing interesting to do here instead of trying to kill these annoying dogs. Mechanics are really obsolete. Although graphics and music are nice, but i cannot recommend this game to anyone. Simply overhyped.",2,2024-06-14,PLAYSTATION 4,user
tensioly,"Dark Souls III es el Dark Souls definitivo y el perfeccionamiento de una fórmula que durante años se ha ido puliendo para ser a día de hoy de las sagas más influyentes en la industria. Con unas 32 horas de juego habiendo completado gran parte del contenido opcional, este Soulslike ha conseguido encandilarme gracias a una jugabilidad muy completa y versátil, con multitud de formas de jugar, lo que otorga gran rejugabilidad. Los combates desafiantes frente a enemigos y jefes son en su mayoría magistrales y varios de ellos llegan a un nivel de epicidad y puesta en escena que consiguen colocarse en algunos de mis combates favoritos que he jugado nunca. A la impresionante jugabilidad se añade un gran diseño de diseño de mundo y un apartado artístico excelente que te transporta al Reino medieval de Lothric. A nivel gráfico es cumplidor y de rendimiento en PS5 funciona fluido a 60 fps. El apartado gráfico viene acompañado de una gran calidad a nivel de sonido y con una banda sonora con temas épicos para el recuerdo, probablemente siendo la mejor de la saga junto a Bloodborne. El DLC del Mundo Pintado de Ariandel me parece algo mejorable pero el de La Ciudad Anillada posee los que son fácilmente los mejores combates del juego y llega a un nivel de maestría excepcional. Como punto negativo puedo destacar la historia, que aunque estemos acostumbrados a que sea sutil, tanto en esta como en el lore del mundo me ha costado seguir su hilo más que en otros juegos de la saga. Dark Souls III es una obra maestra y un juego muy recomendado para todos los jugadores que deseen una experiencia desafiante y gratificante. 9,6/10 (06/2024)",10,2024-06-12,PLAYSTATION 4,user
bakpak,"You want a game where you explore a dark fantasy world while also getting your ass kicked and kicking ass while being a knight, wizard, and whatever else you want to be? Here ya go",10,2024-06-11,PLAYSTATION 4,user
Tokiwaa,"it's just so peak. everything is just so good, great level design, thrilling combat, and best bosses in the series. the graphics also held up pretty well.",10,2024-03-03,PLAYSTATION 4,user
Ahmedalgen,"Dark Souls 3 it is masterpiece no one a doubt it, soundtrack,gameplay, bosses",10,2024-05-31,PLAYSTATION 4,user
thelovers122134,"Great game! I love it! Best Fromgame but Elden Ring is a little better, I say get BOTH.",10,2024-05-26,PLAYSTATION 4,user
G4duxinho,[SPOILER ALERT: This review contains spoilers.],10,2024-05-22,PLAYSTATION 4,user
DennisXyl,"This game is one of the best game i've ever played . Pure masterpiece , always keeps you entertainted , always has something new to explore. Variety of weapons ,equipment and armors to pick from . The best bosses in the franchise yet . Also definitely focus on the lore as well as it has a lot to offer!",9,2024-05-20,PLAYSTATION 4,user
Somebody1,The linear progression makes exploration less exciting but they doubled down on the boss fights and atmosphere of Dark Souls. It might not be as legendary as Dark Souls 1 but it still has the most poetic and sad ending to any souls game.,9,2023-12-20,PLAYSTATION 4,user
velvet3921,"While Demon's Souls and Dark Souls 1 and 2 laid the groundwork, it was really Dark Souls 3 that defined the Souls genre and deserves the respect for doing so",10,2024-05-02,PLAYSTATION 4,user
C8shoicuh,Best game ever the bosses are simply outstanding the only problem is the existence of Farron keep,10,2024-04-23,PLAYSTATION 4,user
Zoeki,This game is the pinnacle of soulslike games and should be played by anyone who also enjoys soulslike games.,9,2024-04-19,PLAYSTATION 4,user
PashBish,This game is so overrated and it **** **** Old ass mechanics and boring start to finish … just some nerds overrating a shiit game,0,2024-04-11,PLAYSTATION 4,user
free2judge,"Terrible and archaic and SLOOOOW gameplay with stunning visuals and environments, made useless by the unresponsive and clunky combat system. I tried to like this game but there is really nothing that makes me understand why it is so loved. Fighting minions is boring, they are slow and too easy to kill, every boss has a weakness and you just have to find it and if you don't you die, which means that you have to waste time fighting useless minions again and again, because checkpoints are useless, right? How they managed to make a game of this kind boring is beyond me, but this is by far the worst souls game I've played.",0,2024-04-10,PLAYSTATION 4,user
Pixelgod,"El mejor de la saga. Lo tiene todo, escenarios increíbles, bosses magníficos, el mejor combate de dark souls, mas ágil, mas frenético... y la guardiana del santaurio de enlace de fuego .",10,2024-04-10,PLAYSTATION 4,user
journey69,"I hated it how slow DS1 was, DS3 fixes these issues, but still it's not as good as BB or Sekiro. At least I like the linear approach, in direct comparison to ER. Nonetheless 7/10 so I recommend everyone to play it.",7,2024-03-30,PLAYSTATION 4,user
hyanaigi,Um quase empate com o 2. Mas acaba superando por ser mais rápido os movimentos o que torna muito mais gostoso de gostar. Sem dúvida o melhor da franquia. Sendo o rank 1 - dark 3 2 - dark 2 3 - dark 1,8,2024-03-26,PLAYSTATION 4,user
alex_opr,"Great game! Even though it lacks the amazing level design of DS1 or the atmosphere of Bloodborne it feels like the perfect linear formula for a From software game. The bosses are all great even though some are on the easy side. The lore is as deep as ever, the levels are really fun and polished, and the combat feels great with a lot of weapons in the mix to try.",9,2024-03-24,PLAYSTATION 4,user
Utopia029,Quel jeu ! Un univers d’une richesse incroyable et un gameplay magique. Un des meilleurs From Software que j’ai jamais fait !,9,2024-03-21,PLAYSTATION 4,user
PlagueTHEboy,"Dark Souls showed to be the greatest challenge for the franchise, and giving the fans an unforgettable experience. The game is not merely a challenging action RPG, but rather a captivating culmination of the series' expertly crafted formula. The combat itself is exquisite, a deliberate dance of precise strikes and strategic evasions that is truly unparalleled. Achieving mastery over it is an accomplishment in its own right, as is simply surviving in this eerily beautiful world. Every placement of enemies and every hidden corner feels meticulously designed to provide a constant sense of excitement. Dark Souls III is a triumph, a game that will leave a lasting impression long after the final credits have rolled.",10,2024-03-14,PLAYSTATION 4,user
RogueChief,"One of the best or even the best souls game, great bosses, osts, areas and weapons. The dlcs for this one are superb and are a must play.",10,2024-03-09,PLAYSTATION 4,user
Jattaman,"Splendido capitolo. Gameplay molto solido, scontri epici e difficile al punto giusto.",9,2024-03-07,PLAYSTATION 4,user
WWmania,"Great Game. Many games use numerous cut scenes to convey the story and atmosphere of solving the game, and the problem is that it is easy to get bored. This game delivers very smartly without relying on cut scenes. If you don't do it well, you've brilliantly overcome what can seem very cheap. In fact, regardless of this part, the action alone is already a masterpiece.",10,2024-02-29,PLAYSTATION 4,user
gaming24,the music and themes of this game are totally epic and sets a very intentional gloomy mood in all the right ways,9,2024-02-26,PLAYSTATION 4,user
Jlrtalmrwany,[SPOILER ALERT: This review contains spoilers.],10,2024-02-17,PLAYSTATION 4,user
nh59bany,"Dark Souls III is one of the rare games that feels like a constant icy shower on first playthrough with moments of constriction and discomfort, that erupt in joy and relief and a pride of success that I perceive as unparalleled in my long history of playing video games.I do not know how it feels if this is your first kind of game that is as uncompromising and unyielding as the Souls games than Dark Souls. It was my third after playing half through Bloodborne and being completely absorbed by Dark Souls I. If you found any joy in its gameplay style, in its gatekeeping and abstract story telling, in its shady and dubious worldbuilding, you will find in Dark Souls III a piece of art that is at the peak of presentation of atmosphere, boss fights, story-depth and the tragic twisted philosophical themes that stuck with me ever since. Read no further, start it and let it tumble over you - The only things keeping it from being a 10/10 is the occasional involuntarily over-powering on subsequent playthroughs, the equipment load juggling I simply do not like as an skilling moderator in the Souls games and the swamp level at Farron Keep that I perceive as bloated and redundant in its size.",9,2024-02-15,PLAYSTATION 4,user
